job_id	language	scale	replicate	model	latent_adequacy	basis
j-2368c0dd2e8530e6b854	Sanskrit	MEDIUM	1	M4	NOT_SUPPORTED	training/model-evidence failure
j-2368c0dd2e8530e6b854	Sanskrit	MEDIUM	1	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-2dbf95f111305bd65567	English	LARGE	6	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-2dbf95f111305bd65567	English	LARGE	6	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-2dbf95f111305bd65567	English	LARGE	6	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-2dbf95f111305bd65567	English	LARGE	6	M3	NOT_SUPPORTED	training/model-evidence failure
j-2dbf95f111305bd65567	English	LARGE	6	M4	NOT_SUPPORTED	training/model-evidence failure
j-2dbf95f111305bd65567	English	LARGE	6	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-3256271c7ea4dbfa7b32	Latin	LARGE	1	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-3256271c7ea4dbfa7b32	Latin	LARGE	1	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-3256271c7ea4dbfa7b32	Latin	LARGE	1	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-3256271c7ea4dbfa7b32	Latin	LARGE	1	M3	NOT_SUPPORTED	training/model-evidence failure
j-3256271c7ea4dbfa7b32	Latin	LARGE	1	M4	NOT_SUPPORTED	training/model-evidence failure
j-3256271c7ea4dbfa7b32	Latin	LARGE	1	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-32a0d678f36dc547ac34	English	MEDIUM	7	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-32a0d678f36dc547ac34	English	MEDIUM	7	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-32a0d678f36dc547ac34	English	MEDIUM	7	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-32a0d678f36dc547ac34	English	MEDIUM	7	M3	NOT_SUPPORTED	training/model-evidence failure
j-32a0d678f36dc547ac34	English	MEDIUM	7	M4	NOT_SUPPORTED	training/model-evidence failure
j-32a0d678f36dc547ac34	English	MEDIUM	7	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-352d4280c0319c2c9e2e	Latin	MEDIUM	3	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-352d4280c0319c2c9e2e	Latin	MEDIUM	3	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-352d4280c0319c2c9e2e	Latin	MEDIUM	3	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-352d4280c0319c2c9e2e	Latin	MEDIUM	3	M3	NOT_SUPPORTED	training/model-evidence failure
j-352d4280c0319c2c9e2e	Latin	MEDIUM	3	M4	NOT_SUPPORTED	training/model-evidence failure
j-352d4280c0319c2c9e2e	Latin	MEDIUM	3	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-3572cc64f8d5877c5516	Latin	VOYNICH_SCALE	7	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-3572cc64f8d5877c5516	Latin	VOYNICH_SCALE	7	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-3572cc64f8d5877c5516	Latin	VOYNICH_SCALE	7	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-3572cc64f8d5877c5516	Latin	VOYNICH_SCALE	7	M3	NOT_SUPPORTED	training/model-evidence failure
j-3572cc64f8d5877c5516	Latin	VOYNICH_SCALE	7	M4	NOT_SUPPORTED	training/model-evidence failure
j-3572cc64f8d5877c5516	Latin	VOYNICH_SCALE	7	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-357ca097a0fd36a0fdfd	Sanskrit	LARGE	7	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-357ca097a0fd36a0fdfd	Sanskrit	LARGE	7	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-357ca097a0fd36a0fdfd	Sanskrit	LARGE	7	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-357ca097a0fd36a0fdfd	Sanskrit	LARGE	7	M3	NOT_SUPPORTED	training/model-evidence failure
j-357ca097a0fd36a0fdfd	Sanskrit	LARGE	7	M4	NOT_SUPPORTED	training/model-evidence failure
j-357ca097a0fd36a0fdfd	Sanskrit	LARGE	7	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-37a5230154cfefebccc2	Latin	SMALL	0	M0	NOT_SUPPORTED	training/model-evidence failure
j-37a5230154cfefebccc2	Latin	SMALL	0	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-37a5230154cfefebccc2	Latin	SMALL	0	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-37a5230154cfefebccc2	Latin	SMALL	0	M3	NOT_SUPPORTED	training/model-evidence failure
j-37a5230154cfefebccc2	Latin	SMALL	0	M4	NOT_SUPPORTED	training/model-evidence failure
j-37a5230154cfefebccc2	Latin	SMALL	0	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-3a01061f073e603e8886	Sanskrit	SMALL	2	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-3a01061f073e603e8886	Sanskrit	SMALL	2	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-3a01061f073e603e8886	Sanskrit	SMALL	2	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-3a01061f073e603e8886	Sanskrit	SMALL	2	M3	NOT_SUPPORTED	training/model-evidence failure
j-3a01061f073e603e8886	Sanskrit	SMALL	2	M4	NOT_SUPPORTED	training/model-evidence failure
j-3a01061f073e603e8886	Sanskrit	SMALL	2	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-3a80e39c230186e8c461	English	VOYNICH_SCALE	4	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-3a80e39c230186e8c461	English	VOYNICH_SCALE	4	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-3a80e39c230186e8c461	English	VOYNICH_SCALE	4	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-3a80e39c230186e8c461	English	VOYNICH_SCALE	4	M3	NOT_SUPPORTED	training/model-evidence failure
j-3a80e39c230186e8c461	English	VOYNICH_SCALE	4	M4	NOT_SUPPORTED	training/model-evidence failure
j-3a80e39c230186e8c461	English	VOYNICH_SCALE	4	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-3c68811ae3bb9f97a654	Sanskrit	SMALL	0	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-3c68811ae3bb9f97a654	Sanskrit	SMALL	0	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-3c68811ae3bb9f97a654	Sanskrit	SMALL	0	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-3c68811ae3bb9f97a654	Sanskrit	SMALL	0	M3	NOT_SUPPORTED	training/model-evidence failure
j-3c68811ae3bb9f97a654	Sanskrit	SMALL	0	M4	NOT_SUPPORTED	training/model-evidence failure
j-3c68811ae3bb9f97a654	Sanskrit	SMALL	0	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-3efd415c26e7d44828bf	Latin	LARGE	5	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-3efd415c26e7d44828bf	Latin	LARGE	5	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-3efd415c26e7d44828bf	Latin	LARGE	5	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-3efd415c26e7d44828bf	Latin	LARGE	5	M3	NOT_SUPPORTED	training/model-evidence failure
j-3efd415c26e7d44828bf	Latin	LARGE	5	M4	NOT_SUPPORTED	training/model-evidence failure
j-3efd415c26e7d44828bf	Latin	LARGE	5	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-418bb4af67ae34e794c8	Latin	VOYNICH_SCALE	0	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-418bb4af67ae34e794c8	Latin	VOYNICH_SCALE	0	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-418bb4af67ae34e794c8	Latin	VOYNICH_SCALE	0	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-418bb4af67ae34e794c8	Latin	VOYNICH_SCALE	0	M3	NOT_SUPPORTED	training/model-evidence failure
j-418bb4af67ae34e794c8	Latin	VOYNICH_SCALE	0	M4	NOT_SUPPORTED	training/model-evidence failure
j-418bb4af67ae34e794c8	Latin	VOYNICH_SCALE	0	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-420a11078553b2e70758	Latin	LARGE	7	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-420a11078553b2e70758	Latin	LARGE	7	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-420a11078553b2e70758	Latin	LARGE	7	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-420a11078553b2e70758	Latin	LARGE	7	M3	NOT_SUPPORTED	training/model-evidence failure
j-420a11078553b2e70758	Latin	LARGE	7	M4	NOT_SUPPORTED	training/model-evidence failure
j-420a11078553b2e70758	Latin	LARGE	7	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-422ddb172c61690a3e3d	English	LARGE	7	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-422ddb172c61690a3e3d	English	LARGE	7	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-422ddb172c61690a3e3d	English	LARGE	7	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-422ddb172c61690a3e3d	English	LARGE	7	M3	NOT_SUPPORTED	training/model-evidence failure
j-422ddb172c61690a3e3d	English	LARGE	7	M4	NOT_SUPPORTED	training/model-evidence failure
j-422ddb172c61690a3e3d	English	LARGE	7	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-4473e42aef93306e100e	Sanskrit	LARGE	5	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-4473e42aef93306e100e	Sanskrit	LARGE	5	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-4473e42aef93306e100e	Sanskrit	LARGE	5	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-4473e42aef93306e100e	Sanskrit	LARGE	5	M3	NOT_SUPPORTED	training/model-evidence failure
j-4473e42aef93306e100e	Sanskrit	LARGE	5	M4	NOT_SUPPORTED	training/model-evidence failure
j-4473e42aef93306e100e	Sanskrit	LARGE	5	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-47d0009828de985b5be0	Latin	LARGE	6	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-47d0009828de985b5be0	Latin	LARGE	6	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-47d0009828de985b5be0	Latin	LARGE	6	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-47d0009828de985b5be0	Latin	LARGE	6	M3	NOT_SUPPORTED	training/model-evidence failure
j-47d0009828de985b5be0	Latin	LARGE	6	M4	NOT_SUPPORTED	training/model-evidence failure
j-47d0009828de985b5be0	Latin	LARGE	6	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-4af6608b6cf1e1350689	Latin	SMALL	1	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-4af6608b6cf1e1350689	Latin	SMALL	1	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-4af6608b6cf1e1350689	Latin	SMALL	1	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-4af6608b6cf1e1350689	Latin	SMALL	1	M3	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-4af6608b6cf1e1350689	Latin	SMALL	1	M4	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-4af6608b6cf1e1350689	Latin	SMALL	1	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-4ee4b58fed9dc5afca89	Latin	MEDIUM	1	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-4ee4b58fed9dc5afca89	Latin	MEDIUM	1	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-4ee4b58fed9dc5afca89	Latin	MEDIUM	1	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-4ee4b58fed9dc5afca89	Latin	MEDIUM	1	M3	NOT_SUPPORTED	training/model-evidence failure
j-4ee4b58fed9dc5afca89	Latin	MEDIUM	1	M4	NOT_SUPPORTED	training/model-evidence failure
j-4ee4b58fed9dc5afca89	Latin	MEDIUM	1	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-54839ad13a10cad50f4c	Latin	MEDIUM	4	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-54839ad13a10cad50f4c	Latin	MEDIUM	4	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-54839ad13a10cad50f4c	Latin	MEDIUM	4	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-54839ad13a10cad50f4c	Latin	MEDIUM	4	M3	NOT_SUPPORTED	training/model-evidence failure
j-54839ad13a10cad50f4c	Latin	MEDIUM	4	M4	NOT_SUPPORTED	training/model-evidence failure
j-54839ad13a10cad50f4c	Latin	MEDIUM	4	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-5638afec55303908530c	Latin	SMALL	4	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-5638afec55303908530c	Latin	SMALL	4	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-5638afec55303908530c	Latin	SMALL	4	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-5638afec55303908530c	Latin	SMALL	4	M3	NOT_SUPPORTED	training/model-evidence failure
j-5638afec55303908530c	Latin	SMALL	4	M4	NOT_SUPPORTED	training/model-evidence failure
j-5638afec55303908530c	Latin	SMALL	4	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-5a524f2cd1de203db65c	English	VOYNICH_SCALE	1	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-5a524f2cd1de203db65c	English	VOYNICH_SCALE	1	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-5a524f2cd1de203db65c	English	VOYNICH_SCALE	1	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-5a524f2cd1de203db65c	English	VOYNICH_SCALE	1	M3	NOT_SUPPORTED	training/model-evidence failure
j-5a524f2cd1de203db65c	English	VOYNICH_SCALE	1	M4	NOT_SUPPORTED	training/model-evidence failure
j-5a524f2cd1de203db65c	English	VOYNICH_SCALE	1	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-5a7000c2bcfc16f360ba	English	MEDIUM	1	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-5a7000c2bcfc16f360ba	English	MEDIUM	1	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-5a7000c2bcfc16f360ba	English	MEDIUM	1	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-5a7000c2bcfc16f360ba	English	MEDIUM	1	M3	NOT_SUPPORTED	training/model-evidence failure
j-5a7000c2bcfc16f360ba	English	MEDIUM	1	M4	NOT_SUPPORTED	training/model-evidence failure
j-5a7000c2bcfc16f360ba	English	MEDIUM	1	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-5ddfc760705224b3249a	English	MEDIUM	0	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-5ddfc760705224b3249a	English	MEDIUM	0	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-5ddfc760705224b3249a	English	MEDIUM	0	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-5ddfc760705224b3249a	English	MEDIUM	0	M3	NOT_SUPPORTED	training/model-evidence failure
j-5ddfc760705224b3249a	English	MEDIUM	0	M4	NOT_SUPPORTED	training/model-evidence failure
j-5ddfc760705224b3249a	English	MEDIUM	0	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-5e2cf1f5c8b32e15e98b	Sanskrit	LARGE	4	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-5e2cf1f5c8b32e15e98b	Sanskrit	LARGE	4	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-5e2cf1f5c8b32e15e98b	Sanskrit	LARGE	4	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-5e2cf1f5c8b32e15e98b	Sanskrit	LARGE	4	M3	NOT_SUPPORTED	training/model-evidence failure
j-5e2cf1f5c8b32e15e98b	Sanskrit	LARGE	4	M4	NOT_SUPPORTED	training/model-evidence failure
j-5e2cf1f5c8b32e15e98b	Sanskrit	LARGE	4	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-634aff3863b77e4b1ee6	Sanskrit	LARGE	3	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-634aff3863b77e4b1ee6	Sanskrit	LARGE	3	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-634aff3863b77e4b1ee6	Sanskrit	LARGE	3	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-634aff3863b77e4b1ee6	Sanskrit	LARGE	3	M3	NOT_SUPPORTED	training/model-evidence failure
j-634aff3863b77e4b1ee6	Sanskrit	LARGE	3	M4	NOT_SUPPORTED	training/model-evidence failure
j-634aff3863b77e4b1ee6	Sanskrit	LARGE	3	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-66bd58c5e7a84584e253	Sanskrit	VOYNICH_SCALE	2	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-66bd58c5e7a84584e253	Sanskrit	VOYNICH_SCALE	2	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-66bd58c5e7a84584e253	Sanskrit	VOYNICH_SCALE	2	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-66bd58c5e7a84584e253	Sanskrit	VOYNICH_SCALE	2	M3	NOT_SUPPORTED	training/model-evidence failure
j-66bd58c5e7a84584e253	Sanskrit	VOYNICH_SCALE	2	M4	NOT_SUPPORTED	training/model-evidence failure
j-66bd58c5e7a84584e253	Sanskrit	VOYNICH_SCALE	2	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-687b92448321c607a1f0	Sanskrit	MEDIUM	3	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-687b92448321c607a1f0	Sanskrit	MEDIUM	3	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-687b92448321c607a1f0	Sanskrit	MEDIUM	3	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-687b92448321c607a1f0	Sanskrit	MEDIUM	3	M3	NOT_SUPPORTED	training/model-evidence failure
j-687b92448321c607a1f0	Sanskrit	MEDIUM	3	M4	NOT_SUPPORTED	training/model-evidence failure
j-687b92448321c607a1f0	Sanskrit	MEDIUM	3	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-6d447642ff6e702ba24b	English	LARGE	4	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-6d447642ff6e702ba24b	English	LARGE	4	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-6d447642ff6e702ba24b	English	LARGE	4	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-6d447642ff6e702ba24b	English	LARGE	4	M3	NOT_SUPPORTED	training/model-evidence failure
j-6d447642ff6e702ba24b	English	LARGE	4	M4	NOT_SUPPORTED	training/model-evidence failure
j-6d447642ff6e702ba24b	English	LARGE	4	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
