sequence	n	canonical_occurrences	eligible_occurrences	physical_blocks	joint_classes	currier_classes	hands	max_block_fraction	block_entropy_bits	classification	token_validity	canonical_token_occurrences	contains_question	contains_at	contains_other_nonstandard_marker	absent_tokens
x000357 x009465	2	14	14	14	4	4	1	0.07142857142857142	3.8073549220576055	GROUP_CONSISTENT	ambiguous-transcription	596,1151	false	false	true	
x000526 x000027	2	9	9	8	3	3	1	0.2222222222222222	2.94770277922009	GROUP_CONSISTENT	ambiguous-transcription	168,571	false	false	true	
x000526 x004352	2	10	10	10	4	4	1	0.1	3.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	168,323	false	false	true	
x000526 x004625	2	11	11	9	4	4	1	0.18181818181818182	3.0957952550009344	GROUP_CONSISTENT	ambiguous-transcription	168,623	false	false	true	
x000527 x000026	2	10	10	10	4	4	1	0.1	3.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	159,520	false	false	true	
x000527 x004352	2	9	9	9	4	4	1	0.1111111111111111	3.169925001442312	GROUP_CONSISTENT	ambiguous-transcription	159,323	false	false	true	
x000584 x009464	2	30	30	23	4	4	1	0.1	4.415061012203069	GROUP_CONSISTENT	ambiguous-transcription	175,1174	false	false	true	
x000584 x009465	2	18	18	14	4	4	1	0.16666666666666666	3.6416041678685938	GROUP_CONSISTENT	ambiguous-transcription	175,1151	false	false	true	
x000585 x009464	2	24	24	22	4	4	1	0.08333333333333333	4.418295834054489	GROUP_CONSISTENT	ambiguous-transcription	171,1174	false	false	true	
x000585 x009465	2	23	23	19	4	4	1	0.13043478260869565	4.142914673354254	GROUP_CONSISTENT	ambiguous-transcription	171,1151	false	false	true	
x001268 x004624	2	14	14	10	4	4	1	0.14285714285714285	3.2359263506290334	GROUP_CONSISTENT	ambiguous-transcription	124,613	false	false	true	
x001268 x004624 x006166	3	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	124,613,28	false	false	true	
x001269 x004624	2	12	12	12	3	3	1	0.08333333333333333	3.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	151,613	false	false	true	
x001269 x004625	2	11	11	10	4	4	1	0.18181818181818182	3.2776134368191165	GROUP_CONSISTENT	ambiguous-transcription	151,623	false	false	true	
x001276 x009464	2	9	9	8	4	4	1	0.2222222222222222	2.94770277922009	GROUP_CONSISTENT	ambiguous-transcription	65,1174	false	false	true	
x001276 x009465	2	13	13	12	3	3	1	0.15384615384615385	3.5465935642949384	GROUP_CONSISTENT	ambiguous-transcription	65,1151	false	false	true	
x001277 x009465	2	15	15	13	4	4	1	0.2	3.5898980954642865	GROUP_CONSISTENT	ambiguous-transcription	69,1151	false	false	true	
x001908 x009462 x004625	3	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	5,317,623	false	false	true	
x002078 x006233	2	11	11	10	4	4	1	0.18181818181818182	3.2776134368191165	GROUP_CONSISTENT	ambiguous-transcription	73,92	false	false	true	
x002571 x006232	2	9	9	9	4	4	1	0.1111111111111111	3.169925001442312	GROUP_CONSISTENT	ambiguous-transcription	28,99	false	false	true	
x002766 x009316	2	16	16	11	4	4	1	0.1875	3.327819531114783	GROUP_CONSISTENT	ambiguous-transcription	20,35	false	false	true	
x002767 x009317	2	10	10	8	3	3	1	0.2	2.9219280948873623	GROUP_CONSISTENT	ambiguous-transcription	18,25	false	false	true	
x002794 x009464	2	9	9	9	3	3	1	0.1111111111111111	3.169925001442312	GROUP_CONSISTENT	ambiguous-transcription	59,1174	false	false	true	
x003706 x000026	2	9	9	9	4	4	1	0.1111111111111111	3.169925001442312	GROUP_CONSISTENT	ambiguous-transcription	147,520	false	false	true	
x003706 x009464	2	14	14	14	4	4	1	0.07142857142857142	3.8073549220576055	GROUP_CONSISTENT	ambiguous-transcription	147,1174	false	false	true	
x003706 x009465	2	12	12	12	3	3	1	0.08333333333333333	3.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	147,1151	false	false	true	
x003820 x009464	2	11	11	10	4	4	1	0.18181818181818182	3.277613436819116	GROUP_CONSISTENT	ambiguous-transcription	84,1174	false	false	true	
x003820 x009465	2	12	12	12	4	4	1	0.08333333333333333	3.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	84,1151	false	false	true	
x003821 x009465	2	13	13	12	4	4	1	0.15384615384615385	3.5465935642949384	GROUP_CONSISTENT	ambiguous-transcription	77,1151	false	false	true	
x004225 x000798	2	13	13	12	4	4	1	0.15384615384615385	3.546593564294939	GROUP_CONSISTENT	ambiguous-transcription	185,61	false	false	true	
x004225 x000799	2	9	9	8	4	4	1	0.2222222222222222	2.9477027792200903	GROUP_CONSISTENT	ambiguous-transcription	185,66	false	false	true	
x004344 x000798	2	9	9	9	4	4	1	0.1111111111111111	3.169925001442312	GROUP_CONSISTENT	ambiguous-transcription	175,61	false	false	true	
x004345 x000798	2	10	10	10	4	4	1	0.1	3.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	168,61	false	false	true	
x004345 x000799	2	13	13	10	4	4	1	0.15384615384615385	3.238901256602631	GROUP_CONSISTENT	ambiguous-transcription	168,66	false	false	true	
x004352 x004224	2	14	14	13	4	4	1	0.14285714285714285	3.6644977792004623	GROUP_CONSISTENT	ambiguous-transcription	323,172	false	false	true	
x004352 x004225	2	11	11	9	3	3	1	0.2727272727272727	3.027169118440619	GROUP_CONSISTENT	ambiguous-transcription	323,185	false	false	true	
x004352 x007926	2	12	12	10	4	4	1	0.16666666666666666	3.2516291673878226	GROUP_CONSISTENT	ambiguous-transcription	323,116	false	false	true	
x004352 x010278	2	14	14	11	4	4	1	0.21428571428571427	3.3248629576173574	GROUP_CONSISTENT	ambiguous-transcription	323,271	false	false	true	
x004352 x010279	2	15	15	11	4	4	1	0.2	3.323231428797621	GROUP_CONSISTENT	ambiguous-transcription	323,303	false	false	true	
x004353 x004224	2	13	13	12	4	4	1	0.15384615384615385	3.546593564294939	GROUP_CONSISTENT	ambiguous-transcription	322,172	false	false	true	
x004353 x004225	2	16	16	13	4	4	1	0.125	3.625	GROUP_CONSISTENT	ambiguous-transcription	322,185	false	false	true	
x004353 x010278	2	15	15	12	4	4	1	0.26666666666666666	3.3735572622751846	GROUP_CONSISTENT	ambiguous-transcription	322,271	false	false	true	
x004353 x010279	2	15	15	15	4	4	1	0.06666666666666667	3.906890595608518	GROUP_CONSISTENT	ambiguous-transcription	322,303	false	false	true	
x004624 x000318	2	19	19	15	4	4	1	0.15789473684210525	3.7871439606981383	GROUP_CONSISTENT	ambiguous-transcription	613,33	false	false	true	
x004624 x000319	2	11	11	9	4	4	1	0.18181818181818182	3.0957952550009344	GROUP_CONSISTENT	ambiguous-transcription	613,32	false	false	true	
x004624 x001312	2	14	14	11	4	4	1	0.14285714285714285	3.378783493486176	GROUP_CONSISTENT	ambiguous-transcription	613,51	false	false	true	
x004624 x001908 x009462	3	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	613,5,317	false	false	true	
x004624 x001908 x009462 x004625	4	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	613,5,317,623	false	false	true	
x004624 x002078	2	12	12	11	4	4	1	0.16666666666666666	3.418295834054489	GROUP_CONSISTENT	ambiguous-transcription	613,73	false	false	true	
x004624 x002078 x006233	3	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	613,73,92	false	false	true	
x004624 x002078 x008111	3	3	3	3	3	3	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	613,73,59	false	false	true	
x004624 x002079	2	15	15	13	4	4	1	0.13333333333333333	3.640223928941852	GROUP_CONSISTENT	ambiguous-transcription	613,71	false	false	true	
x004624 x002767 x009316	3	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	613,18,35	false	false	true	
x004624 x002767 x009317	3	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	613,18,25	false	false	true	
x004624 x004224	2	14	14	12	4	4	1	0.14285714285714285	3.521640636343319	GROUP_CONSISTENT	ambiguous-transcription	613,172	false	false	true	
x004624 x004224 x006201	3	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	613,172,105	false	false	true	
x004624 x004225	2	13	13	12	4	4	1	0.15384615384615385	3.5465935642949384	GROUP_CONSISTENT	ambiguous-transcription	613,185	false	false	true	
x004624 x004344	2	21	21	17	4	4	1	0.09523809523809523	4.011365041826379	GROUP_CONSISTENT	ambiguous-transcription	613,175	false	false	true	
x004624 x004344 x000027	3	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	613,175,571	false	false	true	
x004624 x004345	2	20	20	16	4	4	1	0.1	3.921928094887362	GROUP_CONSISTENT	ambiguous-transcription	613,168	false	false	true	
x004624 x004345 x000799	3	4	4	3	2	2	1	0.5	1.5	GROUP_CONSISTENT	ambiguous-transcription	613,168,66	false	false	true	
x004624 x008353	2	19	19	17	3	3	1	0.10526315789473684	4.03740119765411	GROUP_CONSISTENT	ambiguous-transcription	613,41	false	false	true	
x004624 x009399 x010701	3	4	4	4	2	2	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	613,20,278	false	false	true	
x004624 x009514 x009462	3	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	613,38,317	false	false	true	
x004624 x010278	2	15	15	10	4	4	1	0.2	3.189898095464288	GROUP_CONSISTENT	ambiguous-transcription	613,271	false	false	true	
x004624 x010279	2	11	11	10	4	4	1	0.18181818181818182	3.277613436819116	GROUP_CONSISTENT	ambiguous-transcription	613,303	false	false	true	
x004625 x000318	2	11	11	11	4	4	1	0.09090909090909091	3.459431618637298	GROUP_CONSISTENT	ambiguous-transcription	623,33	false	false	true	
x004625 x000319	2	19	19	15	4	4	1	0.15789473684210525	3.7871439606981383	GROUP_CONSISTENT	ambiguous-transcription	623,32	false	false	true	
x004625 x002078	2	15	15	14	4	4	1	0.13333333333333333	3.773557262275185	GROUP_CONSISTENT	ambiguous-transcription	623,73	false	false	true	
x004625 x002078 x006232	3	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	623,73,99	false	false	true	
x004625 x002079	2	12	12	11	4	4	1	0.16666666666666666	3.418295834054489	GROUP_CONSISTENT	ambiguous-transcription	623,71	false	false	true	
x004625 x002079 x008111	3	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	623,71,59	false	false	true	
x004625 x002766 x009316	3	5	5	4	3	3	1	0.4	1.9219280948873623	GROUP_CONSISTENT	ambiguous-transcription	623,20,35	false	false	true	
x004625 x004224	2	16	16	13	4	4	1	0.125	3.625	GROUP_CONSISTENT	ambiguous-transcription	623,172	false	false	true	
x004625 x004225	2	21	21	19	4	4	1	0.09523809523809523	4.201841232302569	GROUP_CONSISTENT	ambiguous-transcription	623,185	false	false	true	
x004625 x004225 x004369	3	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	623,185,18	false	false	true	
x004625 x004344	2	30	30	24	4	4	1	0.1	4.456564762130954	GROUP_CONSISTENT	ambiguous-transcription	623,175	false	false	true	
x004625 x004345	2	24	24	21	4	4	1	0.08333333333333333	4.334962500721156	GROUP_CONSISTENT	ambiguous-transcription	623,168	false	false	true	
x004625 x008248	2	10	10	9	4	4	1	0.2	3.1219280948873624	GROUP_CONSISTENT	ambiguous-transcription	623,35	false	false	true	
x004625 x010278	2	9	9	7	4	4	1	0.2222222222222222	2.725480556997868	GROUP_CONSISTENT	ambiguous-transcription	623,271	false	false	true	
x004625 x010279	2	18	18	12	4	4	1	0.16666666666666666	3.4613201402110083	GROUP_CONSISTENT	ambiguous-transcription	623,303	false	false	true	
x004640 x010701 x010484	3	3	3	3	3	3	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	71,278,50	false	false	true	
x004641 x004624	2	9	9	9	4	4	1	0.1111111111111111	3.169925001442312	GROUP_CONSISTENT	ambiguous-transcription	73,613	false	false	true	
x004718 x000026	2	15	15	12	4	4	1	0.13333333333333333	3.5068905956085192	GROUP_CONSISTENT	ambiguous-transcription	338,520	false	false	true	
x004718 x000349 x004551	3	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	338,74,11	false	false	true	
x004718 x004472	2	14	14	13	4	4	1	0.14285714285714285	3.6644977792004623	GROUP_CONSISTENT	ambiguous-transcription	338,264	false	false	true	
x004718 x004473	2	10	10	10	4	4	1	0.1	3.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	338,216	false	false	true	
x004718 x009464	2	50	50	37	4	4	1	0.06	5.078562939644917	GROUP_CONSISTENT	ambiguous-transcription	338,1174	false	false	true	
x004718 x009465	2	54	54	37	4	4	1	0.05555555555555555	5.083319677969202	GROUP_CONSISTENT	ambiguous-transcription	338,1151	false	false	true	
x004719 x000026	2	18	18	16	4	4	1	0.1111111111111111	3.94770277922009	GROUP_CONSISTENT	ambiguous-transcription	341,520	false	false	true	
x004719 x000027	2	26	26	23	4	4	1	0.07692307692307693	4.46967048737186	GROUP_CONSISTENT	ambiguous-transcription	341,571	false	false	true	
x004719 x006060	2	13	13	11	3	3	1	0.23076923076923078	3.334679141051595	GROUP_CONSISTENT	ambiguous-transcription	341,175	false	false	true	
x004719 x009464	2	44	44	31	4	4	1	0.09090909090909091	4.7544418457133455	GROUP_CONSISTENT	ambiguous-transcription	341,1174	false	false	true	
x004719 x009465	2	46	46	34	4	4	1	0.08695652173913043	4.941933966879544	GROUP_CONSISTENT	ambiguous-transcription	341,1151	false	false	true	
x004719 x009526 x001388	3	3	3	3	3	3	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	341,119,23	false	false	true	
x004928 x009464	2	10	10	9	4	4	1	0.2	3.121928094887362	GROUP_CONSISTENT	ambiguous-transcription	48,1174	false	false	true	
x004928 x009465	2	10	10	10	4	4	1	0.1	3.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	48,1151	false	false	true	
x004929 x009464	2	12	12	9	3	3	1	0.25	3.0220552088742	GROUP_CONSISTENT	ambiguous-transcription	45,1174	false	false	true	
x004929 x009465	2	11	11	10	3	3	1	0.18181818181818182	3.2776134368191165	GROUP_CONSISTENT	ambiguous-transcription	45,1151	false	false	true	
x004984 x000026	2	12	12	11	4	4	1	0.16666666666666666	3.418295834054489	GROUP_CONSISTENT	ambiguous-transcription	232,520	false	false	true	
x004984 x009465	2	11	11	7	4	4	1	0.36363636363636365	2.5503407095463886	GROUP_CONSISTENT	ambiguous-transcription	232,1151	false	false	true	
x004985 x000026	2	10	10	8	3	3	1	0.3	2.846439344671016	GROUP_CONSISTENT	ambiguous-transcription	229,520	false	false	true	
x004985 x000027	2	15	15	14	4	4	1	0.13333333333333333	3.7735572622751845	GROUP_CONSISTENT	ambiguous-transcription	229,571	false	false	true	
x004985 x009465	2	16	16	12	4	4	1	0.1875	3.452819531114783	GROUP_CONSISTENT	ambiguous-transcription	229,1151	false	false	true	
x005004 x000526 x000027	3	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	349,168,571	false	false	true	
x005004 x004984	2	29	29	23	4	4	1	0.06896551724137931	4.444187891679296	GROUP_CONSISTENT	ambiguous-transcription	349,232	false	false	true	
x005004 x004985	2	25	25	19	4	4	1	0.12	4.103465189601646	GROUP_CONSISTENT	ambiguous-transcription	349,229	false	false	true	
x005004 x010278	2	21	21	19	4	4	1	0.09523809523809523	4.201841232302569	GROUP_CONSISTENT	ambiguous-transcription	349,271	false	false	true	
x005004 x010279	2	30	30	24	4	4	1	0.13333333333333333	4.440223928941853	GROUP_CONSISTENT	ambiguous-transcription	349,303	false	false	true	
x005005 x004984	2	28	28	21	4	4	1	0.10714285714285714	4.280394654123194	GROUP_CONSISTENT	ambiguous-transcription	348,232	false	false	true	
x005005 x004985	2	30	30	23	4	4	1	0.1	4.389898095464288	GROUP_CONSISTENT	ambiguous-transcription	348,229	false	false	true	
x005005 x004985 x000027	3	3	3	3	3	3	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	348,229,571	false	false	true	
x005005 x010278	2	28	28	23	4	4	1	0.07142857142857142	4.450212064914746	GROUP_CONSISTENT	ambiguous-transcription	348,271	false	false	true	
x005005 x010279	2	26	26	20	4	4	1	0.15384615384615385	4.1619781796795525	GROUP_CONSISTENT	ambiguous-transcription	348,303	false	false	true	
x005005 x010279 x000026	3	3	3	3	3	3	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	348,303,520	false	false	true	
x005738 x009635	2	11	11	11	4	4	1	0.09090909090909091	3.459431618637298	GROUP_CONSISTENT	ambiguous-transcription	112,547	false	false	true	
x005880 x005980	2	10	10	9	4	4	1	0.2	3.121928094887362	GROUP_CONSISTENT	ambiguous-transcription	26,28	false	false	true	
x005880 x005981	2	13	13	10	4	4	1	0.23076923076923078	3.1808329872054406	GROUP_CONSISTENT	ambiguous-transcription	26,42	false	false	true	
x006018 x008288 x004499	3	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	30,17,63	false	false	true	
x006019 x000587 x005063	3	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	34,8,21	false	false	true	
x006019 x009452 x008327	3	3	3	3	3	3	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	34,19,38	false	false	true	
x006232 x009634 x000744	3	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	99,546,140	false	false	true	
x006348 x000026	2	13	13	12	4	4	1	0.15384615384615385	3.5465935642949384	GROUP_CONSISTENT	ambiguous-transcription	549,520	false	false	true	
x006348 x000027	2	15	15	15	4	4	1	0.06666666666666667	3.906890595608518	GROUP_CONSISTENT	ambiguous-transcription	549,571	false	false	true	
x006348 x004472	2	18	18	17	4	4	1	0.1111111111111111	4.058813890331201	GROUP_CONSISTENT	ambiguous-transcription	549,264	false	false	true	
x006348 x004473	2	15	15	14	4	4	1	0.13333333333333333	3.7735572622751845	GROUP_CONSISTENT	ambiguous-transcription	549,216	false	false	true	
x006348 x009464	2	61	61	39	4	4	1	0.08196721311475409	5.11312581328539	GROUP_CONSISTENT	ambiguous-transcription	549,1174	false	false	true	
x006348 x009465	2	68	68	41	4	4	1	0.07352941176470588	5.155344047349544	GROUP_CONSISTENT	ambiguous-transcription	549,1151	false	false	true	
x006348 x009465 x004554	3	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	549,1151,12	false	false	true	
x006349 x000026	2	14	14	13	4	4	1	0.14285714285714285	3.6644977792004623	GROUP_CONSISTENT	ambiguous-transcription	564,520	false	false	true	
x006349 x000027	2	22	22	20	4	4	1	0.09090909090909091	4.277613436819114	GROUP_CONSISTENT	ambiguous-transcription	564,571	false	false	true	
x006349 x004472	2	13	13	12	4	4	1	0.15384615384615385	3.546593564294939	GROUP_CONSISTENT	ambiguous-transcription	564,264	false	false	true	
x006349 x009464	2	56	56	36	4	4	1	0.07142857142857142	4.994680368408909	GROUP_CONSISTENT	ambiguous-transcription	564,1174	false	false	true	
x006349 x009464 x006185	3	3	3	3	3	3	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	564,1174,41	false	false	true	
x006349 x009465	2	68	68	39	4	4	1	0.058823529411764705	5.090779936679497	GROUP_CONSISTENT	ambiguous-transcription	564,1151	false	false	true	
x006382 x009464	2	27	27	23	4	4	1	0.07407407407407407	4.458591205867174	GROUP_CONSISTENT	ambiguous-transcription	101,1174	false	false	true	
x006382 x009465	2	12	12	12	4	4	1	0.08333333333333333	3.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	101,1151	false	false	true	
x006383 x009464	2	18	18	14	4	4	1	0.16666666666666666	3.6835423624332306	GROUP_CONSISTENT	ambiguous-transcription	84,1174	false	false	true	
x006383 x009465	2	21	21	18	4	4	1	0.14285714285714285	4.070656113151928	GROUP_CONSISTENT	ambiguous-transcription	84,1151	false	false	true	
x006386 x006348	2	10	10	10	4	4	1	0.1	3.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	92,549	false	false	true	
x006386 x006348 x009464	3	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	92,549,1174	false	false	true	
x006386 x006348 x009465	3	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	92,549,1151	false	false	true	
x006387 x006348 x009465	3	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	83,549,1151	false	false	true	
x006439 x009634 x000744	3	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	4,546,140	false	false	true	
x006446 x006348 x009464	3	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	71,549,1174	false	false	true	
x006447 x006348	2	11	11	10	4	4	1	0.18181818181818182	3.277613436819116	GROUP_CONSISTENT	ambiguous-transcription	74,549	false	false	true	
x007926 x004352	2	15	15	14	4	4	1	0.13333333333333333	3.773557262275185	GROUP_CONSISTENT	ambiguous-transcription	116,323	false	false	true	
x007926 x004353	2	16	16	15	4	4	1	0.125	3.875	GROUP_CONSISTENT	ambiguous-transcription	116,322	false	false	true	
x007926 x004498	2	11	11	8	4	4	1	0.18181818181818182	2.913977073182752	GROUP_CONSISTENT	ambiguous-transcription	116,72	false	false	true	
x007926 x004624	2	12	12	11	4	4	1	0.16666666666666666	3.418295834054489	GROUP_CONSISTENT	ambiguous-transcription	116,613	false	false	true	
x007926 x004625	2	11	11	10	4	4	1	0.18181818181818182	3.277613436819116	GROUP_CONSISTENT	ambiguous-transcription	116,623	false	false	true	
x007927 x004352	2	11	11	10	4	4	1	0.18181818181818182	3.2776134368191165	GROUP_CONSISTENT	ambiguous-transcription	108,323	false	false	true	
x007927 x004499	2	11	11	9	3	3	1	0.18181818181818182	3.095795255000934	GROUP_CONSISTENT	ambiguous-transcription	108,63	false	false	true	
x007927 x004624	2	14	14	12	4	4	1	0.14285714285714285	3.521640636343319	GROUP_CONSISTENT	ambiguous-transcription	108,613	false	false	true	
x008288 x004499	2	11	11	10	4	4	1	0.18181818181818182	3.2776134368191165	GROUP_CONSISTENT	ambiguous-transcription	17,63	false	false	true	
x009462 x004352	2	10	10	9	4	4	1	0.2	3.121928094887362	GROUP_CONSISTENT	ambiguous-transcription	317,323	false	false	true	
x009462 x004352 x010278	3	4	4	3	3	3	1	0.5	1.5	GROUP_CONSISTENT	ambiguous-transcription	317,323,271	false	false	true	
x009462 x004353	2	17	17	15	4	4	1	0.17647058823529413	3.807763576417195	GROUP_CONSISTENT	ambiguous-transcription	317,322	false	false	true	
x009462 x004353 x004225	3	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	317,322,185	false	false	true	
x009462 x004353 x010278	3	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	317,322,271	false	false	true	
x009462 x004624	2	19	19	17	4	4	1	0.10526315789473684	4.03740119765411	GROUP_CONSISTENT	ambiguous-transcription	317,613	false	false	true	
x009462 x004625	2	24	24	18	4	4	1	0.125	4.053508854797679	GROUP_CONSISTENT	ambiguous-transcription	317,623	false	false	true	
x009462 x004625 x004344	3	3	3	3	3	3	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	317,623,175	false	false	true	
x009462 x005005 x004984	3	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	317,348,232	false	false	true	
x009462 x009464	2	11	11	10	4	4	1	0.18181818181818182	3.277613436819116	GROUP_CONSISTENT	ambiguous-transcription	317,1174	false	false	true	
x009462 x009465	2	11	11	11	4	4	1	0.09090909090909091	3.459431618637298	GROUP_CONSISTENT	ambiguous-transcription	317,1151	false	false	true	
x009463 x004352	2	14	14	12	4	4	1	0.14285714285714285	3.52164063634332	GROUP_CONSISTENT	ambiguous-transcription	314,323	false	false	true	
x009463 x004353	2	12	12	10	3	3	1	0.16666666666666666	3.2516291673878226	GROUP_CONSISTENT	ambiguous-transcription	314,322	false	false	true	
x009463 x004624	2	18	18	16	4	4	1	0.16666666666666666	3.905764584655453	GROUP_CONSISTENT	ambiguous-transcription	314,613	false	false	true	
x009463 x004625	2	17	17	16	4	4	1	0.11764705882352941	3.969815782426811	GROUP_CONSISTENT	ambiguous-transcription	314,623	false	false	true	
x009463 x004985	2	12	12	11	4	4	1	0.16666666666666666	3.4182958340544896	GROUP_CONSISTENT	ambiguous-transcription	314,229	false	false	true	
x009463 x005005	2	11	11	11	4	4	1	0.09090909090909091	3.459431618637298	GROUP_CONSISTENT	ambiguous-transcription	314,348	false	false	true	
