candidate	corpus	error_type	error_position	corrupted_form_valid	detectable	silent_error	decoded_unit_matches	measurement
M0_IDENTITY	Doyle	TOKEN_BOUNDARY_DELETION	64	true	false	true	false	frozen valid-form dictionary; no oracle error location
M0_IDENTITY	Doyle	TOKEN_BOUNDARY_DELETION	126	true	false	true	false	frozen valid-form dictionary; no oracle error location
M0_IDENTITY	Doyle	TOKEN_MERGE	0	true	false	true	false	frozen valid-form dictionary; no oracle error location
M0_IDENTITY	Doyle	TOKEN_MERGE	32	true	false	true	false	frozen valid-form dictionary; no oracle error location
M0_IDENTITY	Doyle	TOKEN_MERGE	64	true	false	true	false	frozen valid-form dictionary; no oracle error location
M0_IDENTITY	Doyle	TOKEN_MERGE	126	true	false	true	false	frozen valid-form dictionary; no oracle error location
M0_IDENTITY	Doyle	TOKEN_SPLIT	0	true	false	true	false	frozen valid-form dictionary; no oracle error location
M0_IDENTITY	Doyle	TOKEN_SPLIT	32	true	false	true	false	frozen valid-form dictionary; no oracle error location
M0_IDENTITY	Doyle	TOKEN_SPLIT	64	true	false	true	false	frozen valid-form dictionary; no oracle error location
M0_IDENTITY	Doyle	TOKEN_SPLIT	126	true	false	true	false	frozen valid-form dictionary; no oracle error location
M1_MONOALPHABETIC	Doyle	GLYPH_SUBSTITUTION	0	true	false	true	false	frozen valid-form dictionary; no oracle error location
M1_MONOALPHABETIC	Doyle	GLYPH_SUBSTITUTION	32	true	false	true	false	frozen valid-form dictionary; no oracle error location
M1_MONOALPHABETIC	Doyle	GLYPH_SUBSTITUTION	64	true	false	true	false	frozen valid-form dictionary; no oracle error location
M1_MONOALPHABETIC	Doyle	GLYPH_SUBSTITUTION	126	true	false	true	false	frozen valid-form dictionary; no oracle error location
M1_MONOALPHABETIC	Doyle	GLYPH_DELETION	0	true	false	true	false	frozen valid-form dictionary; no oracle error location
M1_MONOALPHABETIC	Doyle	GLYPH_DELETION	32	true	false	true	false	frozen valid-form dictionary; no oracle error location
M1_MONOALPHABETIC	Doyle	GLYPH_DELETION	64	true	false	true	false	frozen valid-form dictionary; no oracle error location
M1_MONOALPHABETIC	Doyle	GLYPH_DELETION	126	true	false	true	false	frozen valid-form dictionary; no oracle error location
M1_MONOALPHABETIC	Doyle	GLYPH_INSERTION	0	true	false	true	false	frozen valid-form dictionary; no oracle error location
M1_MONOALPHABETIC	Doyle	GLYPH_INSERTION	32	true	false	true	false	frozen valid-form dictionary; no oracle error location
M1_MONOALPHABETIC	Doyle	GLYPH_INSERTION	64	true	false	true	false	frozen valid-form dictionary; no oracle error location
M1_MONOALPHABETIC	Doyle	GLYPH_INSERTION	126	true	false	true	false	frozen valid-form dictionary; no oracle error location
M1_MONOALPHABETIC	Doyle	TOKEN_BOUNDARY_INSERTION	0	true	false	true	false	frozen valid-form dictionary; no oracle error location
M1_MONOALPHABETIC	Doyle	TOKEN_BOUNDARY_INSERTION	32	true	false	true	false	frozen valid-form dictionary; no oracle error location
M1_MONOALPHABETIC	Doyle	TOKEN_BOUNDARY_INSERTION	64	true	false	true	false	frozen valid-form dictionary; no oracle error location
M1_MONOALPHABETIC	Doyle	TOKEN_BOUNDARY_INSERTION	126	true	false	true	false	frozen valid-form dictionary; no oracle error location
M1_MONOALPHABETIC	Doyle	TOKEN_BOUNDARY_DELETION	0	true	false	true	false	frozen valid-form dictionary; no oracle error location
M1_MONOALPHABETIC	Doyle	TOKEN_BOUNDARY_DELETION	32	true	false	true	false	frozen valid-form dictionary; no oracle error location
M1_MONOALPHABETIC	Doyle	TOKEN_BOUNDARY_DELETION	64	true	false	true	false	frozen valid-form dictionary; no oracle error location
M1_MONOALPHABETIC	Doyle	TOKEN_BOUNDARY_DELETION	126	true	false	true	false	frozen valid-form dictionary; no oracle error location
M1_MONOALPHABETIC	Doyle	TOKEN_MERGE	0	true	false	true	false	frozen valid-form dictionary; no oracle error location
M1_MONOALPHABETIC	Doyle	TOKEN_MERGE	32	true	false	true	false	frozen valid-form dictionary; no oracle error location
M1_MONOALPHABETIC	Doyle	TOKEN_MERGE	64	true	false	true	false	frozen valid-form dictionary; no oracle error location
M1_MONOALPHABETIC	Doyle	TOKEN_MERGE	126	true	false	true	false	frozen valid-form dictionary; no oracle error location
M1_MONOALPHABETIC	Doyle	TOKEN_SPLIT	0	true	false	true	false	frozen valid-form dictionary; no oracle error location
M1_MONOALPHABETIC	Doyle	TOKEN_SPLIT	32	true	false	true	false	frozen valid-form dictionary; no oracle error location
M1_MONOALPHABETIC	Doyle	TOKEN_SPLIT	64	true	false	true	false	frozen valid-form dictionary; no oracle error location
M1_MONOALPHABETIC	Doyle	TOKEN_SPLIT	126	true	false	true	false	frozen valid-form dictionary; no oracle error location
M2_HOMOPHONY_H2	Doyle	GLYPH_SUBSTITUTION	0	true	false	true	false	frozen valid-form dictionary; no oracle error location
M2_HOMOPHONY_H2	Doyle	GLYPH_SUBSTITUTION	32	true	false	true	false	frozen valid-form dictionary; no oracle error location
M2_HOMOPHONY_H2	Doyle	GLYPH_SUBSTITUTION	64	true	false	true	false	frozen valid-form dictionary; no oracle error location
M2_HOMOPHONY_H2	Doyle	GLYPH_SUBSTITUTION	126	true	false	true	false	frozen valid-form dictionary; no oracle error location
M2_HOMOPHONY_H2	Doyle	GLYPH_DELETION	0	true	false	true	false	frozen valid-form dictionary; no oracle error location
M2_HOMOPHONY_H2	Doyle	GLYPH_DELETION	32	true	false	true	false	frozen valid-form dictionary; no oracle error location
M2_HOMOPHONY_H2	Doyle	GLYPH_DELETION	64	true	false	true	false	frozen valid-form dictionary; no oracle error location
M2_HOMOPHONY_H2	Doyle	GLYPH_DELETION	126	true	false	true	false	frozen valid-form dictionary; no oracle error location
M2_HOMOPHONY_H2	Doyle	GLYPH_INSERTION	0	true	false	true	false	frozen valid-form dictionary; no oracle error location
M2_HOMOPHONY_H2	Doyle	GLYPH_INSERTION	32	true	false	true	false	frozen valid-form dictionary; no oracle error location
M2_HOMOPHONY_H2	Doyle	GLYPH_INSERTION	64	true	false	true	false	frozen valid-form dictionary; no oracle error location
M2_HOMOPHONY_H2	Doyle	GLYPH_INSERTION	126	true	false	true	false	frozen valid-form dictionary; no oracle error location
M2_HOMOPHONY_H2	Doyle	TOKEN_BOUNDARY_INSERTION	0	true	false	true	false	frozen valid-form dictionary; no oracle error location
M2_HOMOPHONY_H2	Doyle	TOKEN_BOUNDARY_INSERTION	32	true	false	true	false	frozen valid-form dictionary; no oracle error location
M2_HOMOPHONY_H2	Doyle	TOKEN_BOUNDARY_INSERTION	64	true	false	true	false	frozen valid-form dictionary; no oracle error location
M2_HOMOPHONY_H2	Doyle	TOKEN_BOUNDARY_INSERTION	126	true	false	true	false	frozen valid-form dictionary; no oracle error location
M2_HOMOPHONY_H2	Doyle	TOKEN_BOUNDARY_DELETION	0	true	false	true	false	frozen valid-form dictionary; no oracle error location
M2_HOMOPHONY_H2	Doyle	TOKEN_BOUNDARY_DELETION	32	true	false	true	false	frozen valid-form dictionary; no oracle error location
M2_HOMOPHONY_H2	Doyle	TOKEN_BOUNDARY_DELETION	64	true	false	true	false	frozen valid-form dictionary; no oracle error location
M2_HOMOPHONY_H2	Doyle	TOKEN_BOUNDARY_DELETION	126	true	false	true	false	frozen valid-form dictionary; no oracle error location
M2_HOMOPHONY_H2	Doyle	TOKEN_MERGE	0	true	false	true	false	frozen valid-form dictionary; no oracle error location
M2_HOMOPHONY_H2	Doyle	TOKEN_MERGE	32	true	false	true	false	frozen valid-form dictionary; no oracle error location
M2_HOMOPHONY_H2	Doyle	TOKEN_MERGE	64	true	false	true	false	frozen valid-form dictionary; no oracle error location
M2_HOMOPHONY_H2	Doyle	TOKEN_MERGE	126	true	false	true	false	frozen valid-form dictionary; no oracle error location
M2_HOMOPHONY_H2	Doyle	TOKEN_SPLIT	0	true	false	true	false	frozen valid-form dictionary; no oracle error location
M2_HOMOPHONY_H2	Doyle	TOKEN_SPLIT	32	true	false	true	false	frozen valid-form dictionary; no oracle error location
M2_HOMOPHONY_H2	Doyle	TOKEN_SPLIT	64	true	false	true	false	frozen valid-form dictionary; no oracle error location
M2_HOMOPHONY_H2	Doyle	TOKEN_SPLIT	126	true	false	true	false	frozen valid-form dictionary; no oracle error location
G_FORM_MEDIUM	Doyle	GLYPH_SUBSTITUTION	0	true	false	true	false	frozen valid-form dictionary; no oracle error location
G_FORM_MEDIUM	Doyle	GLYPH_SUBSTITUTION	32	false	true	false	false	frozen valid-form dictionary; no oracle error location
G_FORM_MEDIUM	Doyle	GLYPH_SUBSTITUTION	64	true	false	true	false	frozen valid-form dictionary; no oracle error location
G_FORM_MEDIUM	Doyle	GLYPH_SUBSTITUTION	126	true	false	true	false	frozen valid-form dictionary; no oracle error location
G_FORM_MEDIUM	Doyle	GLYPH_DELETION	0	true	false	true	false	frozen valid-form dictionary; no oracle error location
G_FORM_MEDIUM	Doyle	GLYPH_DELETION	32	false	true	false	false	frozen valid-form dictionary; no oracle error location
G_FORM_MEDIUM	Doyle	GLYPH_DELETION	64	true	false	true	false	frozen valid-form dictionary; no oracle error location
G_FORM_MEDIUM	Doyle	GLYPH_DELETION	126	true	false	true	false	frozen valid-form dictionary; no oracle error location
G_FORM_MEDIUM	Doyle	GLYPH_INSERTION	0	true	false	true	false	frozen valid-form dictionary; no oracle error location
G_FORM_MEDIUM	Doyle	GLYPH_INSERTION	32	false	true	false	false	frozen valid-form dictionary; no oracle error location
G_FORM_MEDIUM	Doyle	GLYPH_INSERTION	64	true	false	true	false	frozen valid-form dictionary; no oracle error location
G_FORM_MEDIUM	Doyle	GLYPH_INSERTION	126	false	true	false	false	frozen valid-form dictionary; no oracle error location
G_FORM_MEDIUM	Doyle	TOKEN_BOUNDARY_INSERTION	0	false	true	false	false	frozen valid-form dictionary; no oracle error location
G_FORM_MEDIUM	Doyle	TOKEN_BOUNDARY_INSERTION	32	false	true	false	false	frozen valid-form dictionary; no oracle error location
G_FORM_MEDIUM	Doyle	TOKEN_BOUNDARY_INSERTION	64	false	true	false	false	frozen valid-form dictionary; no oracle error location
G_FORM_MEDIUM	Doyle	TOKEN_BOUNDARY_INSERTION	126	false	true	false	false	frozen valid-form dictionary; no oracle error location
G_FORM_MEDIUM	Doyle	TOKEN_BOUNDARY_DELETION	0	false	true	false	false	frozen valid-form dictionary; no oracle error location
G_FORM_MEDIUM	Doyle	TOKEN_BOUNDARY_DELETION	32	false	true	false	false	frozen valid-form dictionary; no oracle error location
G_FORM_MEDIUM	Doyle	TOKEN_BOUNDARY_DELETION	64	false	true	false	false	frozen valid-form dictionary; no oracle error location
G_FORM_MEDIUM	Doyle	TOKEN_BOUNDARY_DELETION	126	false	true	false	false	frozen valid-form dictionary; no oracle error location
G_FORM_MEDIUM	Doyle	TOKEN_MERGE	0	false	true	false	false	frozen valid-form dictionary; no oracle error location
G_FORM_MEDIUM	Doyle	TOKEN_MERGE	32	false	true	false	false	frozen valid-form dictionary; no oracle error location
G_FORM_MEDIUM	Doyle	TOKEN_MERGE	64	false	true	false	false	frozen valid-form dictionary; no oracle error location
G_FORM_MEDIUM	Doyle	TOKEN_MERGE	126	false	true	false	false	frozen valid-form dictionary; no oracle error location
G_FORM_MEDIUM	Doyle	TOKEN_SPLIT	0	false	true	false	false	frozen valid-form dictionary; no oracle error location
G_FORM_MEDIUM	Doyle	TOKEN_SPLIT	32	false	true	false	false	frozen valid-form dictionary; no oracle error location
G_FORM_MEDIUM	Doyle	TOKEN_SPLIT	64	false	true	false	false	frozen valid-form dictionary; no oracle error location
G_FORM_MEDIUM	Doyle	TOKEN_SPLIT	126	false	true	false	false	frozen valid-form dictionary; no oracle error location
M9_GROUP_FORM_FIXED	Doyle	GLYPH_SUBSTITUTION	0	false	true	false	false	frozen valid-form dictionary; no oracle error location
M9_GROUP_FORM_FIXED	Doyle	GLYPH_SUBSTITUTION	32	false	true	false	false	frozen valid-form dictionary; no oracle error location
M9_GROUP_FORM_FIXED	Doyle	GLYPH_SUBSTITUTION	65	false	true	false	false	frozen valid-form dictionary; no oracle error location
M9_GROUP_FORM_FIXED	Doyle	GLYPH_SUBSTITUTION	129	false	true	false	false	frozen valid-form dictionary; no oracle error location
M9_GROUP_FORM_FIXED	Doyle	GLYPH_DELETION	0	true	false	true	false	frozen valid-form dictionary; no oracle error location
M9_GROUP_FORM_FIXED	Doyle	GLYPH_DELETION	32	false	true	false	false	frozen valid-form dictionary; no oracle error location
M9_GROUP_FORM_FIXED	Doyle	GLYPH_DELETION	65	false	true	false	false	frozen valid-form dictionary; no oracle error location
M9_GROUP_FORM_FIXED	Doyle	GLYPH_DELETION	129	false	true	false	false	frozen valid-form dictionary; no oracle error location
M9_GROUP_FORM_FIXED	Doyle	GLYPH_INSERTION	0	false	true	false	false	frozen valid-form dictionary; no oracle error location
M9_GROUP_FORM_FIXED	Doyle	GLYPH_INSERTION	32	false	true	false	true	frozen valid-form dictionary; no oracle error location
M9_GROUP_FORM_FIXED	Doyle	GLYPH_INSERTION	65	false	true	false	false	frozen valid-form dictionary; no oracle error location
M9_GROUP_FORM_FIXED	Doyle	GLYPH_INSERTION	129	false	true	false	false	frozen valid-form dictionary; no oracle error location
M9_GROUP_FORM_FIXED	Doyle	TOKEN_BOUNDARY_INSERTION	0	false	true	false	false	frozen valid-form dictionary; no oracle error location
M9_GROUP_FORM_FIXED	Doyle	TOKEN_BOUNDARY_INSERTION	32	false	true	false	false	frozen valid-form dictionary; no oracle error location
M9_GROUP_FORM_FIXED	Doyle	TOKEN_BOUNDARY_INSERTION	65	false	true	false	false	frozen valid-form dictionary; no oracle error location
M9_GROUP_FORM_FIXED	Doyle	TOKEN_BOUNDARY_INSERTION	129	false	true	false	false	frozen valid-form dictionary; no oracle error location
M9_GROUP_FORM_FIXED	Doyle	TOKEN_BOUNDARY_DELETION	0	false	true	false	false	frozen valid-form dictionary; no oracle error location
M9_GROUP_FORM_FIXED	Doyle	TOKEN_BOUNDARY_DELETION	32	false	true	false	true	frozen valid-form dictionary; no oracle error location
M9_GROUP_FORM_FIXED	Doyle	TOKEN_BOUNDARY_DELETION	65	false	true	false	false	frozen valid-form dictionary; no oracle error location
M9_GROUP_FORM_FIXED	Doyle	TOKEN_BOUNDARY_DELETION	129	false	true	false	false	frozen valid-form dictionary; no oracle error location
M9_GROUP_FORM_FIXED	Doyle	TOKEN_MERGE	0	false	true	false	false	frozen valid-form dictionary; no oracle error location
M9_GROUP_FORM_FIXED	Doyle	TOKEN_MERGE	32	false	true	false	true	frozen valid-form dictionary; no oracle error location
M9_GROUP_FORM_FIXED	Doyle	TOKEN_MERGE	65	false	true	false	false	frozen valid-form dictionary; no oracle error location
M9_GROUP_FORM_FIXED	Doyle	TOKEN_MERGE	129	false	true	false	false	frozen valid-form dictionary; no oracle error location
M9_GROUP_FORM_FIXED	Doyle	TOKEN_SPLIT	0	false	true	false	false	frozen valid-form dictionary; no oracle error location
M9_GROUP_FORM_FIXED	Doyle	TOKEN_SPLIT	32	false	true	false	false	frozen valid-form dictionary; no oracle error location
M9_GROUP_FORM_FIXED	Doyle	TOKEN_SPLIT	65	false	true	false	false	frozen valid-form dictionary; no oracle error location
M9_GROUP_FORM_FIXED	Doyle	TOKEN_SPLIT	129	false	true	false	false	frozen valid-form dictionary; no oracle error location
M10_STATEFUL_FORM_K2	Doyle	GLYPH_SUBSTITUTION	0	false	true	false	false	frozen valid-form dictionary; no oracle error location
M10_STATEFUL_FORM_K2	Doyle	GLYPH_SUBSTITUTION	37	false	true	false	false	frozen valid-form dictionary; no oracle error location
M10_STATEFUL_FORM_K2	Doyle	GLYPH_SUBSTITUTION	75	true	false	true	false	frozen valid-form dictionary; no oracle error location
M10_STATEFUL_FORM_K2	Doyle	GLYPH_SUBSTITUTION	148	true	false	true	false	frozen valid-form dictionary; no oracle error location
M10_STATEFUL_FORM_K2	Doyle	GLYPH_DELETION	0	false	true	false	false	frozen valid-form dictionary; no oracle error location
M10_STATEFUL_FORM_K2	Doyle	GLYPH_DELETION	37	true	false	true	false	frozen valid-form dictionary; no oracle error location
M10_STATEFUL_FORM_K2	Doyle	GLYPH_DELETION	75	true	false	true	false	frozen valid-form dictionary; no oracle error location
M10_STATEFUL_FORM_K2	Doyle	GLYPH_DELETION	148	true	false	true	false	frozen valid-form dictionary; no oracle error location
M10_STATEFUL_FORM_K2	Doyle	GLYPH_INSERTION	0	true	false	true	false	frozen valid-form dictionary; no oracle error location
M10_STATEFUL_FORM_K2	Doyle	GLYPH_INSERTION	37	false	true	false	false	frozen valid-form dictionary; no oracle error location
M10_STATEFUL_FORM_K2	Doyle	GLYPH_INSERTION	75	true	false	true	false	frozen valid-form dictionary; no oracle error location
M10_STATEFUL_FORM_K2	Doyle	GLYPH_INSERTION	148	true	false	true	false	frozen valid-form dictionary; no oracle error location
M10_STATEFUL_FORM_K2	Doyle	TOKEN_BOUNDARY_INSERTION	0	false	true	false	false	frozen valid-form dictionary; no oracle error location
M10_STATEFUL_FORM_K2	Doyle	TOKEN_BOUNDARY_INSERTION	37	false	true	false	false	frozen valid-form dictionary; no oracle error location
M10_STATEFUL_FORM_K2	Doyle	TOKEN_BOUNDARY_INSERTION	75	false	true	false	false	frozen valid-form dictionary; no oracle error location
M10_STATEFUL_FORM_K2	Doyle	TOKEN_BOUNDARY_INSERTION	148	false	true	false	false	frozen valid-form dictionary; no oracle error location
M10_STATEFUL_FORM_K2	Doyle	TOKEN_BOUNDARY_DELETION	0	false	true	false	false	frozen valid-form dictionary; no oracle error location
M10_STATEFUL_FORM_K2	Doyle	TOKEN_BOUNDARY_DELETION	37	false	true	false	false	frozen valid-form dictionary; no oracle error location
M10_STATEFUL_FORM_K2	Doyle	TOKEN_BOUNDARY_DELETION	75	false	true	false	false	frozen valid-form dictionary; no oracle error location
M10_STATEFUL_FORM_K2	Doyle	TOKEN_BOUNDARY_DELETION	148	false	true	false	false	frozen valid-form dictionary; no oracle error location
M10_STATEFUL_FORM_K2	Doyle	TOKEN_MERGE	0	false	true	false	false	frozen valid-form dictionary; no oracle error location
M10_STATEFUL_FORM_K2	Doyle	TOKEN_MERGE	37	false	true	false	false	frozen valid-form dictionary; no oracle error location
M10_STATEFUL_FORM_K2	Doyle	TOKEN_MERGE	75	false	true	false	false	frozen valid-form dictionary; no oracle error location
M10_STATEFUL_FORM_K2	Doyle	TOKEN_MERGE	148	false	true	false	false	frozen valid-form dictionary; no oracle error location
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0	false	true	false	false	frozen valid-form dictionary; no oracle error location
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	37	false	true	false	false	frozen valid-form dictionary; no oracle error location
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	75	false	true	false	false	frozen valid-form dictionary; no oracle error location
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	148	false	true	false	false	frozen valid-form dictionary; no oracle error location
M11_MIXED_FORM_K2	Doyle	GLYPH_SUBSTITUTION	0	false	true	false	false	frozen valid-form dictionary; no oracle error location
M11_MIXED_FORM_K2	Doyle	GLYPH_SUBSTITUTION	37	false	true	false	false	frozen valid-form dictionary; no oracle error location
M11_MIXED_FORM_K2	Doyle	GLYPH_SUBSTITUTION	75	false	true	false	false	frozen valid-form dictionary; no oracle error location
M11_MIXED_FORM_K2	Doyle	GLYPH_SUBSTITUTION	148	false	true	false	false	frozen valid-form dictionary; no oracle error location
M11_MIXED_FORM_K2	Doyle	GLYPH_DELETION	0	false	true	false	false	frozen valid-form dictionary; no oracle error location
M11_MIXED_FORM_K2	Doyle	GLYPH_DELETION	37	true	false	true	false	frozen valid-form dictionary; no oracle error location
M11_MIXED_FORM_K2	Doyle	GLYPH_DELETION	75	true	false	true	false	frozen valid-form dictionary; no oracle error location
M11_MIXED_FORM_K2	Doyle	GLYPH_DELETION	148	true	false	true	false	frozen valid-form dictionary; no oracle error location
M11_MIXED_FORM_K2	Doyle	GLYPH_INSERTION	0	false	true	false	false	frozen valid-form dictionary; no oracle error location
M11_MIXED_FORM_K2	Doyle	GLYPH_INSERTION	37	false	true	false	false	frozen valid-form dictionary; no oracle error location
M11_MIXED_FORM_K2	Doyle	GLYPH_INSERTION	75	false	true	false	false	frozen valid-form dictionary; no oracle error location
M11_MIXED_FORM_K2	Doyle	GLYPH_INSERTION	148	false	true	false	false	frozen valid-form dictionary; no oracle error location
M11_MIXED_FORM_K2	Doyle	TOKEN_BOUNDARY_INSERTION	0	false	true	false	false	frozen valid-form dictionary; no oracle error location
M11_MIXED_FORM_K2	Doyle	TOKEN_BOUNDARY_INSERTION	37	false	true	false	false	frozen valid-form dictionary; no oracle error location
M11_MIXED_FORM_K2	Doyle	TOKEN_BOUNDARY_INSERTION	75	false	true	false	false	frozen valid-form dictionary; no oracle error location
M11_MIXED_FORM_K2	Doyle	TOKEN_BOUNDARY_INSERTION	148	false	true	false	false	frozen valid-form dictionary; no oracle error location
M11_MIXED_FORM_K2	Doyle	TOKEN_BOUNDARY_DELETION	0	false	true	false	false	frozen valid-form dictionary; no oracle error location
M11_MIXED_FORM_K2	Doyle	TOKEN_BOUNDARY_DELETION	37	false	true	false	false	frozen valid-form dictionary; no oracle error location
M11_MIXED_FORM_K2	Doyle	TOKEN_BOUNDARY_DELETION	75	false	true	false	false	frozen valid-form dictionary; no oracle error location
M11_MIXED_FORM_K2	Doyle	TOKEN_BOUNDARY_DELETION	148	false	true	false	false	frozen valid-form dictionary; no oracle error location
M11_MIXED_FORM_K2	Doyle	TOKEN_MERGE	0	false	true	false	false	frozen valid-form dictionary; no oracle error location
M11_MIXED_FORM_K2	Doyle	TOKEN_MERGE	37	false	true	false	false	frozen valid-form dictionary; no oracle error location
M11_MIXED_FORM_K2	Doyle	TOKEN_MERGE	75	false	true	false	false	frozen valid-form dictionary; no oracle error location
M11_MIXED_FORM_K2	Doyle	TOKEN_MERGE	148	false	true	false	false	frozen valid-form dictionary; no oracle error location
M11_MIXED_FORM_K2	Doyle	TOKEN_SPLIT	0	false	true	false	false	frozen valid-form dictionary; no oracle error location
M11_MIXED_FORM_K2	Doyle	TOKEN_SPLIT	37	false	true	false	false	frozen valid-form dictionary; no oracle error location
M11_MIXED_FORM_K2	Doyle	TOKEN_SPLIT	75	false	true	false	false	frozen valid-form dictionary; no oracle error location
M11_MIXED_FORM_K2	Doyle	TOKEN_SPLIT	148	false	true	false	false	frozen valid-form dictionary; no oracle error location
M0_IDENTITY	Longfellow	GLYPH_SUBSTITUTION	0	true	false	true	false	frozen valid-form dictionary; no oracle error location
M0_IDENTITY	Longfellow	GLYPH_SUBSTITUTION	32	true	false	true	false	frozen valid-form dictionary; no oracle error location
M0_IDENTITY	Longfellow	GLYPH_SUBSTITUTION	64	true	false	true	false	frozen valid-form dictionary; no oracle error location
M0_IDENTITY	Longfellow	GLYPH_SUBSTITUTION	126	true	false	true	false	frozen valid-form dictionary; no oracle error location
M0_IDENTITY	Longfellow	GLYPH_DELETION	0	true	false	true	false	frozen valid-form dictionary; no oracle error location
M0_IDENTITY	Longfellow	GLYPH_DELETION	32	true	false	true	false	frozen valid-form dictionary; no oracle error location
M0_IDENTITY	Longfellow	GLYPH_DELETION	64	true	false	true	false	frozen valid-form dictionary; no oracle error location
M0_IDENTITY	Longfellow	GLYPH_DELETION	126	true	false	true	false	frozen valid-form dictionary; no oracle error location
M0_IDENTITY	Longfellow	GLYPH_INSERTION	0	true	false	true	false	frozen valid-form dictionary; no oracle error location
M0_IDENTITY	Longfellow	GLYPH_INSERTION	32	true	false	true	false	frozen valid-form dictionary; no oracle error location
M0_IDENTITY	Longfellow	GLYPH_INSERTION	64	true	false	true	false	frozen valid-form dictionary; no oracle error location
M0_IDENTITY	Longfellow	GLYPH_INSERTION	126	true	false	true	false	frozen valid-form dictionary; no oracle error location
M0_IDENTITY	Longfellow	TOKEN_BOUNDARY_INSERTION	0	true	false	true	false	frozen valid-form dictionary; no oracle error location
M0_IDENTITY	Longfellow	TOKEN_BOUNDARY_INSERTION	32	true	false	true	false	frozen valid-form dictionary; no oracle error location
M0_IDENTITY	Longfellow	TOKEN_BOUNDARY_INSERTION	64	true	false	true	false	frozen valid-form dictionary; no oracle error location
M0_IDENTITY	Longfellow	TOKEN_BOUNDARY_INSERTION	126	true	false	true	false	frozen valid-form dictionary; no oracle error location
M0_IDENTITY	Longfellow	TOKEN_BOUNDARY_DELETION	0	true	false	true	false	frozen valid-form dictionary; no oracle error location
M0_IDENTITY	Longfellow	TOKEN_BOUNDARY_DELETION	32	true	false	true	false	frozen valid-form dictionary; no oracle error location
M0_IDENTITY	Longfellow	TOKEN_BOUNDARY_DELETION	64	true	false	true	false	frozen valid-form dictionary; no oracle error location
M0_IDENTITY	Longfellow	TOKEN_BOUNDARY_DELETION	126	true	false	true	false	frozen valid-form dictionary; no oracle error location
M0_IDENTITY	Longfellow	TOKEN_MERGE	0	true	false	true	false	frozen valid-form dictionary; no oracle error location
M0_IDENTITY	Longfellow	TOKEN_MERGE	32	true	false	true	false	frozen valid-form dictionary; no oracle error location
M0_IDENTITY	Longfellow	TOKEN_MERGE	64	true	false	true	false	frozen valid-form dictionary; no oracle error location
M0_IDENTITY	Longfellow	TOKEN_MERGE	126	true	false	true	false	frozen valid-form dictionary; no oracle error location
M0_IDENTITY	Longfellow	TOKEN_SPLIT	0	true	false	true	false	frozen valid-form dictionary; no oracle error location
M0_IDENTITY	Longfellow	TOKEN_SPLIT	32	true	false	true	false	frozen valid-form dictionary; no oracle error location
