sequence	n	canonical_occurrences	eligible_occurrences	physical_blocks	joint_classes	currier_classes	hands	max_block_fraction	block_entropy_bits	classification	token_validity	canonical_token_occurrences	contains_question	contains_at	contains_other_nonstandard_marker	absent_tokens
x011460 x028392	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	51,661	false	false	true	
x011461 x028392	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	36,661	false	false	true	
x013033 x002394	2	5	5	4	4	4	1	0.4	1.9219280948873623	GROUP_CONSISTENT	ambiguous-transcription	79,39	false	false	true	
x013056 x012673	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	193,73	false	false	true	
x013056 x012674	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	193,71	false	false	true	
x013056 x030834	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	193,155	false	false	true	
x013056 x030836	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	193,115	false	false	true	
x013057 x030834	2	5	5	4	3	3	1	0.4	1.9219280948873623	GROUP_CONSISTENT	ambiguous-transcription	139,155	false	false	true	
x013057 x030835	2	5	5	4	3	3	1	0.4	1.9219280948873623	GROUP_CONSISTENT	ambiguous-transcription	139,124	false	false	true	
x013059 x030834	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	95,155	false	false	true	
x013872 x000954	2	7	7	6	3	3	1	0.2857142857142857	2.521640636343318	GROUP_CONSISTENT	ambiguous-transcription	343,20	false	false	true	
x013872 x000955	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	343,15	false	false	true	
x013872 x006237	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	343,29	false	false	true	
x013872 x012672	2	8	8	7	3	3	1	0.25	2.75	GROUP_CONSISTENT	ambiguous-transcription	343,106	false	false	true	
x013872 x013032	2	8	8	7	4	4	1	0.25	2.75	GROUP_CONSISTENT	ambiguous-transcription	343,103	false	false	true	
x013872 x013033	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	343,79	false	false	true	
x013872 x013034	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	343,73	false	false	true	
x013873 x000954	2	5	5	4	3	3	1	0.4	1.9219280948873623	GROUP_CONSISTENT	ambiguous-transcription	310,20	false	false	true	
x013873 x003936	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	310,30	false	false	true	
x013873 x006235	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	310,28	false	false	true	
x013873 x013033	2	6	6	5	2	2	1	0.3333333333333333	2.2516291673878226	GROUP_CONSISTENT	ambiguous-transcription	310,79	false	false	true	
x013874 x000957	2	5	5	5	4	4	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	235,13	false	false	true	
x013874 x006234	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	235,46	false	false	true	
x013874 x012672	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	235,106	false	false	true	
x013874 x013032	2	5	5	5	4	4	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	235,103	false	false	true	
x013874 x013033	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	235,79	false	false	true	
x013874 x013034	2	7	7	6	4	4	1	0.2857142857142857	2.5216406363433186	GROUP_CONSISTENT	ambiguous-transcription	235,73	false	false	true	
x013875 x013032	2	5	5	4	3	3	1	0.4	1.9219280948873623	GROUP_CONSISTENT	ambiguous-transcription	182,103	false	false	true	
x013876 x013033	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	111,79	false	false	true	
x013920 x032100	2	7	7	7	4	4	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	45,152	false	false	true	
x014154 x000078	2	7	7	7	4	4	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	189,297	false	false	true	
x014154 x001046 x013653	3	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	189,29,6	false	false	true	
x014154 x028392	2	23	23	21	4	4	1	0.08695652173913043	4.349648912578752	GROUP_CONSISTENT	ambiguous-transcription	189,661	false	false	true	
x014154 x028393	2	9	9	8	4	4	1	0.2222222222222222	2.94770277922009	GROUP_CONSISTENT	ambiguous-transcription	189,563	false	false	true	
x014154 x028394	2	11	11	10	4	4	1	0.18181818181818182	3.277613436819116	GROUP_CONSISTENT	ambiguous-transcription	189,446	false	false	true	
x014154 x028395	2	8	8	7	4	4	1	0.25	2.75	GROUP_CONSISTENT	ambiguous-transcription	189,324	false	false	true	
x014154 x028396	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	189,224	false	false	true	
x014155 x000078	2	6	6	5	3	3	1	0.3333333333333333	2.2516291673878226	GROUP_CONSISTENT	ambiguous-transcription	162,297	false	false	true	
x014155 x028392	2	10	10	10	3	3	1	0.1	3.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	162,661	false	false	true	
x014155 x028393	2	12	12	9	4	4	1	0.16666666666666666	3.084962500721156	GROUP_CONSISTENT	ambiguous-transcription	162,563	false	false	true	
x014155 x028394	2	12	12	11	4	4	1	0.16666666666666666	3.418295834054489	GROUP_CONSISTENT	ambiguous-transcription	162,446	false	false	true	
x014155 x028395	2	8	8	8	4	4	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	162,324	false	false	true	
x014156 x018181	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	124,92	false	false	true	
x014156 x028392	2	10	10	9	4	4	1	0.2	3.1219280948873624	GROUP_CONSISTENT	ambiguous-transcription	124,661	false	false	true	
x014156 x028393	2	11	11	10	4	4	1	0.18181818181818182	3.2776134368191165	GROUP_CONSISTENT	ambiguous-transcription	124,563	false	false	true	
x014156 x028394	2	11	11	11	4	4	1	0.09090909090909091	3.459431618637298	GROUP_CONSISTENT	ambiguous-transcription	124,446	false	false	true	
x014157 x028392	2	7	7	7	3	3	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	94,661	false	false	true	
x014157 x028394	2	5	5	5	4	4	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	94,446	false	false	true	
x014158 x028393	2	7	7	7	3	3	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	72,563	false	false	true	
x014954 x000079	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	86,254	false	false	true	
x015012 x014952	2	17	17	15	4	4	1	0.11764705882352941	3.8521687236032816	GROUP_CONSISTENT	ambiguous-transcription	198,149	false	false	true	
x015012 x014954	2	6	6	5	3	3	1	0.3333333333333333	2.2516291673878226	GROUP_CONSISTENT	ambiguous-transcription	198,86	false	false	true	
x015012 x014956	2	5	5	5	4	4	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	198,42	false	false	true	
x015012 x030834	2	9	9	9	3	3	1	0.1111111111111111	3.169925001442312	GROUP_CONSISTENT	ambiguous-transcription	198,155	false	false	true	
x015012 x030837	2	10	10	9	4	4	1	0.2	3.121928094887362	GROUP_CONSISTENT	ambiguous-transcription	198,92	false	false	true	
x015013 x014952	2	7	7	7	4	4	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	172,149	false	false	true	
x015013 x014954	2	9	9	9	3	3	1	0.1111111111111111	3.169925001442312	GROUP_CONSISTENT	ambiguous-transcription	172,86	false	false	true	
x015013 x030834	2	8	8	7	4	4	1	0.25	2.75	GROUP_CONSISTENT	ambiguous-transcription	172,155	false	false	true	
x015013 x030835	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	172,124	false	false	true	
x015013 x030836	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	172,115	false	false	true	
x015014 x014952	2	7	7	7	3	3	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	133,149	false	false	true	
x015014 x014953	2	8	8	8	4	4	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	133,94	false	false	true	
x015014 x014954	2	5	5	5	4	4	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	133,86	false	false	true	
x015014 x014955	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	133,71	false	false	true	
x015014 x030834	2	7	7	6	3	3	1	0.2857142857142857	2.5216406363433186	GROUP_CONSISTENT	ambiguous-transcription	133,155	false	false	true	
x015014 x030835	2	5	5	5	2	2	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	133,124	false	false	true	
x015014 x030836	2	5	5	5	4	4	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	133,115	false	false	true	
x015015 x030834	2	5	5	5	2	2	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	109,155	false	false	true	
x015015 x030836	2	5	5	5	4	4	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	109,115	false	false	true	
x015474 x028386	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	21,182	false	false	true	
x017215 x028904	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	55,225	false	false	true	
x017640 x017940	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	20,23	false	false	true	
x017640 x017943	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	20,12	false	false	true	
x018151 x002233	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	22,69	false	false	true	
x019044 x000078	2	5	5	5	4	4	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	316,297	false	false	true	
x019044 x000080	2	7	7	7	4	4	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	316,211	false	false	true	
x019044 x013416	2	7	7	7	3	3	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	316,134	false	false	true	
x019044 x028392	2	22	22	18	4	4	1	0.09090909090909091	4.095795255000933	GROUP_CONSISTENT	ambiguous-transcription	316,661	false	false	true	
x019044 x028393	2	17	17	16	4	4	1	0.11764705882352941	3.969815782426811	GROUP_CONSISTENT	ambiguous-transcription	316,563	false	false	true	
x019044 x028394	2	22	22	19	4	4	1	0.09090909090909091	4.186704345910023	GROUP_CONSISTENT	ambiguous-transcription	316,446	false	false	true	
x019044 x028395	2	7	7	7	3	3	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	316,324	false	false	true	
x019044 x028396	2	8	8	7	3	3	1	0.25	2.75	GROUP_CONSISTENT	ambiguous-transcription	316,224	false	false	true	
x019045 x013416	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	257,134	false	false	true	
x019045 x013418	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	257,89	false	false	true	
x019045 x015012	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	257,198	false	false	true	
x019045 x028392	2	16	16	14	4	4	1	0.125	3.75	GROUP_CONSISTENT	ambiguous-transcription	257,661	false	false	true	
x019045 x028393	2	8	8	8	4	4	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	257,563	false	false	true	
x019045 x028394	2	13	13	12	4	4	1	0.15384615384615385	3.546593564294939	GROUP_CONSISTENT	ambiguous-transcription	257,446	false	false	true	
x019045 x028395	2	10	10	9	3	3	1	0.2	3.121928094887362	GROUP_CONSISTENT	ambiguous-transcription	257,324	false	false	true	
x019045 x028396	2	6	6	5	2	2	1	0.3333333333333333	2.2516291673878226	GROUP_CONSISTENT	ambiguous-transcription	257,224	false	false	true	
x019046 x000078	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	223,297	false	false	true	
x019046 x028392	2	8	8	7	4	4	1	0.25	2.75	GROUP_CONSISTENT	ambiguous-transcription	223,661	false	false	true	
x019046 x028393	2	14	14	12	4	4	1	0.14285714285714285	3.521640636343319	GROUP_CONSISTENT	ambiguous-transcription	223,563	false	false	true	
x019046 x028394	2	14	14	12	4	4	1	0.14285714285714285	3.521640636343319	GROUP_CONSISTENT	ambiguous-transcription	223,446	false	false	true	
x019046 x028395	2	6	6	5	3	3	1	0.3333333333333333	2.2516291673878226	GROUP_CONSISTENT	ambiguous-transcription	223,324	false	false	true	
x019047 x028392	2	8	8	8	4	4	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	159,661	false	false	true	
x019047 x028393	2	13	13	12	4	4	1	0.15384615384615385	3.546593564294939	GROUP_CONSISTENT	ambiguous-transcription	159,563	false	false	true	
x019047 x028395	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	159,324	false	false	true	
x019047 x028396	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	159,224	false	false	true	
x019048 x028392	2	9	9	9	4	4	1	0.1111111111111111	3.169925001442312	GROUP_CONSISTENT	ambiguous-transcription	105,661	false	false	true	
x019146 x028392	2	10	10	9	4	4	1	0.2	3.121928094887362	GROUP_CONSISTENT	ambiguous-transcription	59,661	false	false	true	
x019146 x028393	2	8	8	8	3	3	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	59,563	false	false	true	
x019147 x028393	2	6	6	4	3	3	1	0.3333333333333333	1.9182958340544893	GROUP_CONSISTENT	ambiguous-transcription	47,563	false	false	true	
x019149 x028393	2	5	5	4	3	3	1	0.4	1.9219280948873623	GROUP_CONSISTENT	ambiguous-transcription	29,563	false	false	true	
x023778 x013056	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	65,193	false	false	true	
x023778 x013057	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	65,139	false	false	true	
x023778 x013872	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	65,343	false	false	true	
x023778 x013873	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	65,310	false	false	true	
x023779 x013058	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	54,112	false	false	true	
x023779 x013060	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	54,63	false	false	true	
x028386 x013872	2	5	5	5	4	4	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	182,343	false	false	true	
x028386 x013873	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	182,310	false	false	true	
x028386 x013874	2	8	8	6	4	4	1	0.25	2.5	GROUP_CONSISTENT	ambiguous-transcription	182,235	false	false	true	
x028386 x028393	2	7	7	6	4	4	1	0.2857142857142857	2.521640636343318	GROUP_CONSISTENT	ambiguous-transcription	182,563	false	false	true	
x028387 x013056	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	147,193	false	false	true	
x028387 x013873	2	7	7	6	3	3	1	0.2857142857142857	2.521640636343318	GROUP_CONSISTENT	ambiguous-transcription	147,310	false	false	true	
x028389 x013056	2	5	5	5	4	4	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	89,193	false	false	true	
x028390 x013873	2	5	5	4	3	3	1	0.4	1.9219280948873623	GROUP_CONSISTENT	ambiguous-transcription	66,310	false	false	true	
x028464 x014955	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	69,71	false	false	true	
x028464 x030834	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	69,155	false	false	true	
x028465 x030836	2	6	6	6	2	2	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	50,115	false	false	true	
x028902 x002232	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	311,77	false	false	true	
x028902 x002233	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	311,69	false	false	true	
x028902 x002235	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	311,35	false	false	true	
x028902 x016844	2	5	5	5	2	2	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	311,11	false	false	true	
x028902 x024331	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	311,30	false	false	true	
x028902 x028392	2	7	7	7	3	3	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	311,661	false	false	true	
x028902 x028393	2	10	10	10	4	4	1	0.1	3.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	311,563	false	false	true	
x028902 x028394	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	311,446	false	false	true	
x028903 x002232	2	10	10	10	4	4	1	0.1	3.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	266,77	false	false	true	
x028903 x002233	2	7	7	6	3	3	1	0.2857142857142857	2.5216406363433186	GROUP_CONSISTENT	ambiguous-transcription	266,69	false	false	true	
x028903 x017216	2	5	5	4	2	2	1	0.4	1.9219280948873623	GROUP_CONSISTENT	ambiguous-transcription	266,41	false	false	true	
x028903 x028392	2	8	8	7	4	4	1	0.25	2.75	GROUP_CONSISTENT	ambiguous-transcription	266,661	false	false	true	
x028903 x028393	2	7	7	7	3	3	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	266,563	false	false	true	
x028903 x028394	2	5	5	5	4	4	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	266,446	false	false	true	
x028903 x032101	2	5	5	4	4	4	1	0.4	1.9219280948873623	GROUP_CONSISTENT	ambiguous-transcription	266,131	false	false	true	
x028904 x002232	2	7	7	7	4	4	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	225,77	false	false	true	
x028904 x002234	2	5	5	5	2	2	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	225,48	false	false	true	
x028904 x028392	2	9	9	9	4	4	1	0.1111111111111111	3.169925001442312	GROUP_CONSISTENT	ambiguous-transcription	225,661	false	false	true	
x028904 x028393	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	225,563	false	false	true	
x028905 x028392	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	145,661	false	false	true	
x028905 x028393	2	5	5	5	4	4	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	145,563	false	false	true	
x028905 x028394	2	5	5	4	3	3	1	0.4	1.9219280948873623	GROUP_CONSISTENT	ambiguous-transcription	145,446	false	false	true	
x030162 x028393	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	55,563	false	false	true	
x030162 x028394	2	5	5	5	4	4	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	55,446	false	false	true	
x030163 x028392	2	7	7	7	4	4	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	50,661	false	false	true	
x030163 x028394	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	50,446	false	false	true	
x030164 x028395	2	6	6	5	3	3	1	0.3333333333333333	2.2516291673878226	GROUP_CONSISTENT	ambiguous-transcription	34,324	false	false	true	
x030165 x028392	2	5	5	4	2	2	1	0.4	1.9219280948873623	GROUP_CONSISTENT	ambiguous-transcription	32,661	false	false	true	
x030165 x028394	2	8	8	8	4	4	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	32,446	false	false	true	
x030834 x000079	2	7	7	7	3	3	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	155,254	false	false	true	
x030942 x031099	2	5	5	5	4	4	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	91,45	false	false	true	
x030943 x012674	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	85,71	false	false	true	
x031578 x000079	2	8	8	8	4	4	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	123,254	false	false	true	
x031578 x000081	2	8	8	6	3	3	1	0.25	2.5	GROUP_CONSISTENT	ambiguous-transcription	123,163	false	false	true	
x031578 x028392	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	123,661	false	false	true	
x031578 x028393	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	123,563	false	false	true	
x031578 x028394	2	5	5	5	4	4	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	123,446	false	false	true	
x031578 x028395	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	123,324	false	false	true	
x031579 x000078	2	8	8	7	4	4	1	0.25	2.75	GROUP_CONSISTENT	ambiguous-transcription	89,297	false	false	true	
x031579 x013416	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	89,134	false	false	true	
