sequence	n	token_validity	sequence_status	shuffle_block_p	shuffle_block_fdr_q	markov_block_p
x001753 x028395	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.003996003996003996	0.004937737421813855	0.7402597402597403
x001754 x028393	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5254745254745254
x001755 x028394	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.0028087854174810695	0.5204795204795205
x001755 x028397	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.003996003996003996	0.004937737421813855	0.5634365634365635
x001756 x028392	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.4915084915084915
x001756 x028393	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.0028087854174810695	0.3936063936063936
x001756 x028397	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.4245754245754246
x003804 x013874	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.3206793206793207
x003807 x013877	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.4275724275724276
x003829 x028396	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.4745254745254745
x003833 x028397	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.6493506493506493
x004003 x017943	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.4745254745254745
x011119 x028397	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.0028087854174810695	0.5244755244755245
x011461 x013418	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.6233766233766234
x011462 x028397	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5304695304695305
x013034 x002394	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5784215784215784
x013057 x030834	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5314685314685315
x013060 x030839	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.48451548451548454
x013872 x012673	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5394605394605395
x013872 x013032	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.002997002997002997	0.004009783320128147	0.7162837162837162
x013872 x013034	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5394605394605395
x013873 x000954	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.6713286713286714
x013873 x006238	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.4805194805194805
x013873 x025060	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.47352647352647353
x013874 x000959	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5234765234765235
x013874 x013037	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5234765234765235
x013875 x000958	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.4975024975024975
x013875 x006234	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.43356643356643354
x013875 x006239	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.4855144855144855
x013875 x012672	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.4865134865134865
x013875 x013033	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.48151848151848153
x013875 x013035	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.7462537462537463
x013875 x030839	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.0028087854174810695	0.4305694305694306
x013876 x012676	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5144855144855145
x013876 x013033	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.46653346653346656
x013876 x013037	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.4865134865134865
x013877 x012677	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.0028087854174810695	0.5314685314685315
x013877 x013032	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5174825174825175
x013877 x013034	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.44655344655344653
x014154 x028392	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5064935064935064
x014154 x028393	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5144855144855145
x014154 x028394	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.003996003996003996	0.004937737421813855	0.5684315684315684
x014154 x028395	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.4995004995004995
x014154 x028396	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.007992007992007992	0.009396663942118487	0.4825174825174825
x014154 x028397	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.003996003996003996	0.004937737421813855	0.5154845154845155
x014155 x013418	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5834165834165834
x014155 x028392	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5774225774225774
x014155 x028394	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.013986013986013986	0.015416401780038143	0.5004995004995005
x014155 x028395	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.002997002997002997	0.004009783320128147	0.47152847152847155
x014155 x028396	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5034965034965035
x014155 x028397	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.0028087854174810695	0.4955044955044955
x014156 x013421	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5804195804195804
x014156 x028392	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.4805194805194805
x014156 x028394	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.0028087854174810695	0.6283716283716284
x014156 x028395	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.36163836163836166
x014156 x028396	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.4565434565434565
x014156 x028397	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.003996003996003996	0.004937737421813855	0.4405594405594406
x014157 x028392	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.45254745254745254
x014157 x028393	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.01898101898101898	0.020457320457320457	0.5174825174825175
x014157 x028394	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.3906093906093906
x014157 x028395	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.46053946053946054
x014157 x028396	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.003996003996003996	0.004937737421813855	0.5304695304695305
x014158 x000082	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.4905094905094905
x014158 x000083	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.012987012987012988	0.014563471210870055	0.7202797202797203
x014158 x028392	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5244755244755245
x014158 x028394	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.015984015984015984	0.017519203959881924	0.46053946053946054
x014158 x028395	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.01898101898101898	0.020457320457320457	0.7162837162837162
x014159 x000081	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.0028087854174810695	0.5404595404595405
x014159 x000082	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.0028087854174810695	0.5584415584415584
x014159 x028393	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.022977022977022976	0.024491991524958557	0.5584415584415584
x014159 x028394	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.7882117882117882
x014159 x028395	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.005994005994005994	0.00722259107352275	0.5044955044955045
x014159 x028396	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.024975024975024976	0.02633236328888503	0.7282717282717283
x014159 x028397	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.42857142857142855
x014955 x028396	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.025974025974025976	0.02723762723762724	0.7802197802197802
x015012 x014952	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5014985014985015
x015012 x014953	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5934065934065934
x015012 x014957	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.6333666333666333
x015012 x030838	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5434565434565435
x015013 x014952	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5524475524475524
x015013 x014955	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5104895104895105
x015013 x030838	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.002997002997002997	0.004009783320128147	0.6563436563436563
x015014 x030834	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5004995004995005
x015014 x030837	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5344655344655345
x015015 x014952	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.4305694305694306
x015015 x014953	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5734265734265734
x015015 x014956	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.3866133866133866
x015015 x014957	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.002997002997002997	0.004009783320128147	0.7422577422577422
x015015 x030835	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.6143856143856143
x015015 x030836	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.4775224775224775
x015015 x030837	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.003996003996003996	0.004937737421813855	0.7152847152847153
x015016 x014952	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.47052947052947053
x015016 x014954	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.4855144855144855
x015016 x030835	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.47652347652347654
x015016 x030837	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.44155844155844154
x015016 x030839	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.45554445554445555
x015017 x030837	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5104895104895105
x019044 x000081	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5194805194805194
x019044 x013417	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5524475524475524
x019044 x028392	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.6333666333666333
x019044 x028393	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.4125874125874126
x019044 x028394	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.0028087854174810695	0.4645354645354645
x019044 x028395	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.4915084915084915
x019044 x028396	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5194805194805194
x019044 x028397	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.006993006993006993	0.008322965378180102	0.48951048951048953
x019045 x000079	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5454545454545454
x019045 x028392	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5184815184815185
x019045 x028394	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.012987012987012988	0.014563471210870055	0.5314685314685315
x019045 x028395	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.6463536463536463
x019045 x028396	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.002997002997002997	0.004009783320128147	0.6813186813186813
x019045 x028397	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5424575424575424
x019046 x028392	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.056943056943056944	0.0584494870209156	0.5704295704295704
x019046 x028393	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.6453546453546454
x019046 x028394	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5154845154845155
x019046 x028395	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5454545454545454
x019046 x028396	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.013986013986013986	0.015416401780038143	0.6553446553446554
x019047 x000082	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.00999000999000999	0.011675071916035772	0.5184815184815185
x019047 x028392	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.003996003996003996	0.004937737421813855	0.6923076923076923
x019047 x028393	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.01098901098901099	0.01276567743633612	0.5324675324675324
x019047 x028394	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.06693306693306693	0.06834218413165781	0.5544455544455544
x019047 x028395	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5974025974025974
x019047 x028396	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.04995004995004995	0.0515442004803707	0.7662337662337663
x019047 x028397	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5144855144855145
x019048 x000078	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.007992007992007992	0.009396663942118487	0.5124875124875125
x019048 x028392	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.4175824175824176
x019048 x028393	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.002997002997002997	0.004009783320128147	0.45054945054945056
x019048 x028394	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.003996003996003996	0.004937737421813855	0.7272727272727273
x019048 x028395	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.35564435564435565
x019048 x028396	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.46653346653346656
x019048 x028397	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.3826173826173826
x019049 x000081	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5534465534465535
x019049 x000083	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.48451548451548454
x019049 x013417	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5274725274725275
x019049 x028393	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.0028087854174810695	0.41858141858141856
x019049 x028394	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.012987012987012988	0.014563471210870055	0.5384615384615384
x019049 x028396	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.4995004995004995
x019049 x028397	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5874125874125874
x019147 x028392	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5434565434565435
x019147 x028394	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.0028087854174810695	0.5164835164835165
x019148 x028393	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.0028087854174810695	0.6893106893106893
x019150 x028397	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.4595404595404595
x019151 x028394	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.4015984015984016
x019151 x028395	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.3826173826173826
x019151 x028397	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.0028087854174810695	0.6843156843156843
x023779 x013061	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.4835164835164835
x023783 x013498	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5284715284715285
x024864 x013498	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.4275724275724276
x028386 x013875	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.7332667332667333
x028386 x028394	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.013986013986013986	0.015416401780038143	0.6333666333666333
x028388 x013061	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.4745254745254745
x028388 x013874	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.002997002997002997	0.004009783320128147	0.5114885114885115
x028388 x013876	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.4905094905094905
x028390 x013057	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5104895104895105
x028390 x013060	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.41058941058941056
x028390 x013873	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.003996003996003996	0.004937737421813855	0.5014985014985015
x028390 x013874	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.0028087854174810695	0.5514485514485514
x028391 x013874	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.0028087854174810695	0.7202797202797203
x028391 x013875	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5704295704295704
x028393 x029312	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5684315684315684
x028395 x017168	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5834165834165834
x028396 x019304	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5844155844155844
x028396 x029313	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5174825174825175
x028466 x030837	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.47352647352647353
x028903 x028394	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.011988011988011988	0.013761386542451631	0.4775224775224775
x028903 x028397	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.07192807192807193	0.07230075623858008	0.7122877122877123
x028904 x002232	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5434565434565435
x028904 x002234	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5524475524475524
x028905 x028392	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.003996003996003996	0.004937737421813855	0.4835164835164835
x028905 x028394	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.029970029970029972	0.03125906351712804	0.48151848151848153
x028906 x028393	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.016983016983016984	0.01850958030733312	0.5374625374625375
x028906 x028395	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.04795204795204795	0.04974704439945082	0.7172827172827173
x028907 x028392	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.005994005994005994	0.00722259107352275	0.4835164835164835
x028907 x028396	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.005994005994005994	0.00722259107352275	0.4745254745254745
x030164 x028395	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.5094905094905094
x030165 x028396	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.6723276723276723
x030836 x000081	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.43156843156843155
x031578 x000082	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.6713286713286714
x031578 x000083	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.42857142857142855
x031580 x000079	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.7232767232767233
x031582 x000083	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001601704081042924	0.45054945054945056
