job_id	metric_id	estimator_unit	contributing_units	vocabulary_support	pair_count	null_repetitions	status	reason
00f620bcecafaaeb32c9bb20dea02d55	cs4/family-currier	REQUIRED_STRUCTURE_UNAVAILABLE	0	64	0	0	NOT_APPLICABLE	NOT_APPLICABLE: requires ivtff_path Currier metadata and >=4 folios; unavailable or below the 20-occurrence floor
00f620bcecafaaeb32c9bb20dea02d55	cs4/family-section	REQUIRED_STRUCTURE_UNAVAILABLE	0	64	0	0	NOT_APPLICABLE	NOT_APPLICABLE: requires ivtff_path section metadata and >=4 folios; unavailable or below the 20-occurrence floor
00f620bcecafaaeb32c9bb20dea02d55	cs5/local-adjacency-x-regime	REQUIRED_STRUCTURE_UNAVAILABLE	0	64	0	0	NOT_APPLICABLE	NOT_APPLICABLE: requires >=2 sufficiently sampled Currier x section strata
00f620bcecafaaeb32c9bb20dea02d55	cs6/family-diversity-x-line-length	ASSEMBLER_LINE	64	64	0	30	AVAILABLE	NONE
00f620bcecafaaeb32c9bb20dea02d55	cs7/edit-distance-x-structural-distance	VOCABULARY_PAIR	2016	64	2016	30	AVAILABLE	NONE
01b7e0f63b55ca5379e5f30832befb22	2DL1_LAYOUT_POSITION_MI	TOKEN_IN_ASSEMBLER_LINE	64	64	0	0	AVAILABLE	NONE
01b7e0f63b55ca5379e5f30832befb22	BP1_BOUNDARY_TOKEN_NMI	TOKEN_IN_ASSEMBLER_LINE	64	64	0	0	AVAILABLE	NONE
01b7e0f63b55ca5379e5f30832befb22	EF1_GIANT_COMPONENT_SHARE	VOCABULARY_TYPE	64	64	2016	30	AVAILABLE	NONE
01b7e0f63b55ca5379e5f30832befb22	EF1_ISOLATE_SHARE	VOCABULARY_TYPE	64	64	2016	30	AVAILABLE	NONE
01b7e0f63b55ca5379e5f30832befb22	EF2_GLOBAL_CLUSTERING	VOCABULARY_TYPE	64	64	2016	30	AVAILABLE	NONE
01b7e0f63b55ca5379e5f30832befb22	EF3_DEGREE_FREQUENCY_SPEARMAN	VOCABULARY_TYPE	64	64	2016	30	AVAILABLE	NONE
01b7e0f63b55ca5379e5f30832befb22	HR1_FOLIO_VARIANCE_SHARE	REQUIRED_STRUCTURE_UNAVAILABLE	0	64	0	0	NOT_APPLICABLE	No folio or physical-line hierarchy exists.
01b7e0f63b55ca5379e5f30832befb22	HR1_LOCUS_VARIANCE_SHARE	REQUIRED_STRUCTURE_UNAVAILABLE	0	64	0	0	NOT_APPLICABLE	No locus metadata exists.
01b7e0f63b55ca5379e5f30832befb22	HR1_SECTION_VARIANCE_SHARE	REQUIRED_STRUCTURE_UNAVAILABLE	0	64	0	0	NOT_APPLICABLE	No section metadata exists.
01b7e0f63b55ca5379e5f30832befb22	HR6_CURRIER_SECTION_NMI	REQUIRED_STRUCTURE_UNAVAILABLE	0	64	0	0	NOT_APPLICABLE	No Currier-equivalent or section metadata exists.
01b7e0f63b55ca5379e5f30832befb22	LC1_LOCUS_TYPE_NMI	REQUIRED_STRUCTURE_UNAVAILABLE	0	64	0	0	NOT_APPLICABLE	No documented locus type exists.
01b7e0f63b55ca5379e5f30832befb22	LC2_LABEL_TEXT_NMI	REQUIRED_STRUCTURE_UNAVAILABLE	0	64	0	0	NOT_APPLICABLE	No locus label/text or folio metadata exists.
01b7e0f63b55ca5379e5f30832befb22	LC5_IVTFF_I_NMI	REQUIRED_STRUCTURE_UNAVAILABLE	0	64	0	0	NOT_APPLICABLE	IVTFF variable metadata is unavailable.
01b7e0f63b55ca5379e5f30832befb22	LC5_IVTFF_X_NMI	REQUIRED_STRUCTURE_UNAVAILABLE	0	64	0	0	NOT_APPLICABLE	IVTFF variable metadata is unavailable.
01b7e0f63b55ca5379e5f30832befb22	LP1_RULE_SUPPORT_GINI	VOCABULARY_TYPE	64	64	2016	30	AVAILABLE	NONE
01b7e0f63b55ca5379e5f30832befb22	LP4_PREFIX_ATTACHMENT_NMI	VOCABULARY_TYPE	64	64	2016	30	AVAILABLE	NONE
01b7e0f63b55ca5379e5f30832befb22	LP4_SUFFIX_ATTACHMENT_NMI	VOCABULARY_TYPE	64	64	2016	30	AVAILABLE	NONE
01b7e0f63b55ca5379e5f30832befb22	LS1_LINE_LENGTH_CV	ASSEMBLER_LINE	64	64	0	0	AVAILABLE	NONE
01b7e0f63b55ca5379e5f30832befb22	LS2_POSITIONAL_LEXICON_NMI	TOKEN_IN_ASSEMBLER_LINE	64	64	0	0	AVAILABLE	NONE
01b7e0f63b55ca5379e5f30832befb22	LS3_BOUNDARY_LENGTH_ASYMMETRY	ASSEMBLER_LINE_WITH_2PLUS_TOKENS	0	64	0	0	AVAILABLE	NONE
01b7e0f63b55ca5379e5f30832befb22	LS4_WITHIN_LINE_EXACT_REPETITION	TOKEN_TRANSITION	0	64	0	0	AVAILABLE	NONE
01b7e0f63b55ca5379e5f30832befb22	PF2_FOLIO_COHERENCE	REQUIRED_STRUCTURE_UNAVAILABLE	0	64	0	0	NOT_APPLICABLE	No folios exist.
01b7e0f63b55ca5379e5f30832befb22	PF3_ADJACENT_FOLIO_CONTINUITY	REQUIRED_STRUCTURE_UNAVAILABLE	0	64	0	0	NOT_APPLICABLE	No ordered folios exist.
01b7e0f63b55ca5379e5f30832befb22	PF4_RECTO_VERSO_COHERENCE	REQUIRED_STRUCTURE_UNAVAILABLE	0	64	0	0	NOT_APPLICABLE	No recto/verso pairs exist.
01b7e0f63b55ca5379e5f30832befb22	PF5_WITHIN_FOLIO_PROGRESSION	REQUIRED_STRUCTURE_UNAVAILABLE	0	64	0	0	NOT_APPLICABLE	No folios exist.
01b7e0f63b55ca5379e5f30832befb22	cs1/family-line-position	TOKEN_IN_ASSEMBLER_LINE	64	64	0	30	NOT_APPLICABLE_DATA_DEGENERACY	INCONCLUSIVE: insufficient family-bearing occurrences with line-position metadata (need line metadata from ivtff_path)
01b7e0f63b55ca5379e5f30832befb22	cs2/prev-family-current-family	TOKEN_TRANSITION	0	64	0	30	NOT_APPLICABLE_DATA_DEGENERACY	INCONCLUSIVE: fewer than 20 family-bearing adjacent occurrence pairs
01b7e0f63b55ca5379e5f30832befb22	cs3/family-locus-type	REQUIRED_STRUCTURE_UNAVAILABLE	0	64	0	0	NOT_APPLICABLE	NOT_APPLICABLE: requires ivtff_path locus-type metadata; unavailable or below the 20-occurrence floor for this corpus
01b7e0f63b55ca5379e5f30832befb22	cs4/family-currier	REQUIRED_STRUCTURE_UNAVAILABLE	0	64	0	0	NOT_APPLICABLE	NOT_APPLICABLE: requires ivtff_path Currier metadata and >=4 folios; unavailable or below the 20-occurrence floor
01b7e0f63b55ca5379e5f30832befb22	cs4/family-section	REQUIRED_STRUCTURE_UNAVAILABLE	0	64	0	0	NOT_APPLICABLE	NOT_APPLICABLE: requires ivtff_path section metadata and >=4 folios; unavailable or below the 20-occurrence floor
01b7e0f63b55ca5379e5f30832befb22	cs5/local-adjacency-x-regime	REQUIRED_STRUCTURE_UNAVAILABLE	0	64	0	0	NOT_APPLICABLE	NOT_APPLICABLE: requires >=2 sufficiently sampled Currier x section strata
01b7e0f63b55ca5379e5f30832befb22	cs6/family-diversity-x-line-length	ASSEMBLER_LINE	64	64	0	30	AVAILABLE	NONE
01b7e0f63b55ca5379e5f30832befb22	cs7/edit-distance-x-structural-distance	VOCABULARY_PAIR	2016	64	2016	30	AVAILABLE	NONE
02ab9853f882fc642d45301314cf0fda	2DL1_LAYOUT_POSITION_MI	TOKEN_IN_ASSEMBLER_LINE	1024	1024	0	0	AVAILABLE	NONE
02ab9853f882fc642d45301314cf0fda	BP1_BOUNDARY_TOKEN_NMI	TOKEN_IN_ASSEMBLER_LINE	1024	1024	0	0	AVAILABLE	NONE
02ab9853f882fc642d45301314cf0fda	EF1_GIANT_COMPONENT_SHARE	VOCABULARY_TYPE	1024	1024	523776	30	AVAILABLE	NONE
02ab9853f882fc642d45301314cf0fda	EF1_ISOLATE_SHARE	VOCABULARY_TYPE	1024	1024	523776	30	AVAILABLE	NONE
02ab9853f882fc642d45301314cf0fda	EF2_GLOBAL_CLUSTERING	VOCABULARY_TYPE	1024	1024	523776	30	AVAILABLE	NONE
02ab9853f882fc642d45301314cf0fda	EF3_DEGREE_FREQUENCY_SPEARMAN	VOCABULARY_TYPE	1024	1024	523776	30	AVAILABLE	NONE
02ab9853f882fc642d45301314cf0fda	HR1_FOLIO_VARIANCE_SHARE	REQUIRED_STRUCTURE_UNAVAILABLE	0	1024	0	0	NOT_APPLICABLE	No folio or physical-line hierarchy exists.
02ab9853f882fc642d45301314cf0fda	HR1_LOCUS_VARIANCE_SHARE	REQUIRED_STRUCTURE_UNAVAILABLE	0	1024	0	0	NOT_APPLICABLE	No locus metadata exists.
02ab9853f882fc642d45301314cf0fda	HR1_SECTION_VARIANCE_SHARE	REQUIRED_STRUCTURE_UNAVAILABLE	0	1024	0	0	NOT_APPLICABLE	No section metadata exists.
02ab9853f882fc642d45301314cf0fda	HR6_CURRIER_SECTION_NMI	REQUIRED_STRUCTURE_UNAVAILABLE	0	1024	0	0	NOT_APPLICABLE	No Currier-equivalent or section metadata exists.
02ab9853f882fc642d45301314cf0fda	LC1_LOCUS_TYPE_NMI	REQUIRED_STRUCTURE_UNAVAILABLE	0	1024	0	0	NOT_APPLICABLE	No documented locus type exists.
02ab9853f882fc642d45301314cf0fda	LC2_LABEL_TEXT_NMI	REQUIRED_STRUCTURE_UNAVAILABLE	0	1024	0	0	NOT_APPLICABLE	No locus label/text or folio metadata exists.
02ab9853f882fc642d45301314cf0fda	LC5_IVTFF_I_NMI	REQUIRED_STRUCTURE_UNAVAILABLE	0	1024	0	0	NOT_APPLICABLE	IVTFF variable metadata is unavailable.
02ab9853f882fc642d45301314cf0fda	LC5_IVTFF_X_NMI	REQUIRED_STRUCTURE_UNAVAILABLE	0	1024	0	0	NOT_APPLICABLE	IVTFF variable metadata is unavailable.
02ab9853f882fc642d45301314cf0fda	LP1_RULE_SUPPORT_GINI	VOCABULARY_TYPE	1024	1024	523776	30	AVAILABLE	NONE
